,SMILES,E_adh,E_adh_2classes,prompt
5603,B A A A A A B A B B A A B A B A A A A A,8.213814266666668,1,a co-polymer with sequence B A A A A A B A B B A A B A B A A A A A
5604,B A A A A B A B B A A B B A B B B B B B,8.223281499999997,1,a co-polymer with sequence B A A A A B A B B A A B B A B B B B B B
5605,A B B A A A A A A A A A A A B A B B A B,8.438949766666667,1,a co-polymer with sequence A B B A A A A A A A A A A A B A B B A B
5606,A A B A A A A A A B A B B A A B B A A A,8.451145866666664,1,a co-polymer with sequence A A B A A A A A A B A B B A A B B A A A
5607,A B B B B A B A A A B B B A A B B B B A,8.369589366666668,1,a co-polymer with sequence A B B B B A B A A A B B B A A B B B B A
5608,A B B A A B B A A A A B A B B A A B A A,8.236781233333334,1,a co-polymer with sequence A B B A A B B A A A A B A B B A A B A A
5609,B B A A B B B B A B B A B A B B B B B B,7.915042433333332,0,a co-polymer with sequence B B A A B B B B A B B A B A B B B B B B
5610,A A A A A A A B A B A B A A A A A A A B,8.305011700000001,1,a co-polymer with sequence A A A A A A A B A B A B A A A A A A A B
5611,B B B B B A A B B B A A B B B B A B B A,8.05174053333333,0,a co-polymer with sequence B B B B B A A B B B A A B B B B A B B A
5612,B A B A B B A A A A B B B A A B A A A B,8.2704656,1,a co-polymer with sequence B A B A B B A A A A B B B A A B A A A B
5613,B B A B A A B A B B B B B B B A A B B A,8.032303066666666,0,a co-polymer with sequence B B A B A A B A B B B B B B B A A B B A
5614,B A A A A B A A A A A A A A B A A B B A,8.599230200000003,1,a co-polymer with sequence B A A A A B A A A A A A A A B A A B B A
5615,A B B B A B A A A A A B B B A B A A A A,8.389350366666665,1,a co-polymer with sequence A B B B A B A A A A A B B B A B A A A A
5616,B A B A B A A B B B A B B B B B B A B B,7.955685899999999,0,a co-polymer with sequence B A B A B A A B B B A B B B B B B A B B
5617,A A A A A A B A A A B A A B A B A A A A,8.554949600000004,1,a co-polymer with sequence A A A A A A B A A A B A A B A B A A A A
5618,A A A A B B B A B A A A B A A B B B B A,8.358526299999998,1,a co-polymer with sequence A A A A B B B A B A A A B A A B B B B A
5619,B B A A B A B A B A B A A A A B A A B B,8.180561599999999,0,a co-polymer with sequence B B A A B A B A B A B A A A A B A A B B
5620,A B A B A B A B A A A B B B A A A B A B,8.156253933333335,0,a co-polymer with sequence A B A B A B A B A A A B B B A A A B A B
5621,A A B A B A A B B B B B B B A A B A B A,8.152520733333333,0,a co-polymer with sequence A A B A B A A B B B B B B B A A B A B A
5622,B B B A B B A A A B B B B A A B B B A B,8.1074272,0,a co-polymer with sequence B B B A B B A A A B B B B A A B B B A B
5623,A B B B B B B A B B B B B B A B A B B A,7.776583200000001,0,a co-polymer with sequence A B B B B B B A B B B B B B A B A B B A
5624,B A B A A B B A B B A A B B A A A B B B,8.264273399999999,1,a co-polymer with sequence B A B A A B B A B B A A B B A A A B B B
5625,B A B B B A A A B A B B A B A A B B B B,8.114260966666667,0,a co-polymer with sequence B A B B B A A A B A B B A B A A B B B B
5626,B A B A A A B A B A A B A B A A A A A B,8.2823377,1,a co-polymer with sequence B A B A A A B A B A A B A B A A A A A B
5627,B B B B B A A B B B B B A B B B A A B B,8.120587266666666,0,a co-polymer with sequence B B B B B A A B B B B B A B B B A A B B
5628,A B B B B B B B B A B A B B B A B B B B,7.669509033333332,0,a co-polymer with sequence A B B B B B B B B A B A B B B A B B B B
5629,A A A B A B A B B B B B B A A A A B B B,8.506086366666667,1,a co-polymer with sequence A A A B A B A B B B B B B A A A A B B B
5630,B B B B B A B B A B A B A B B A B B B B,7.88476356666667,0,a co-polymer with sequence B B B B B A B B A B A B A B B A B B B B
5631,A A B A A A B A B A B A A B A A B B B B,8.255437633333337,1,a co-polymer with sequence A A B A A A B A B A B A A B A A B B B B
5632,B B A A A B B A A A A A A B A A A A A A,8.690019633333334,1,a co-polymer with sequence B B A A A B B A A A A A A B A A A A A A
5633,A B B A A B A A A B A A A A A A A A A A,8.5951066,1,a co-polymer with sequence A B B A A B A A A B A A A A A A A A A A
5634,B B B A B A B A B A B A B B B A B A A A,7.884983900000002,0,a co-polymer with sequence B B B A B A B A B A B A B B B A B A A A
5635,A A A B A A A A A B A A A A A B A B B A,8.625303399999998,1,a co-polymer with sequence A A A B A A A A A B A A A A A B A B B A
5636,B A A B A A A B B A B B B B A B B B A A,8.178814566666668,0,a co-polymer with sequence B A A B A A A B B A B B B B A B B B A A
5637,A B B A A A B A B B B A B B A B B B B A,7.928604533333331,0,a co-polymer with sequence A B B A A A B A B B B A B B A B B B B A
5638,B A B B B A A A B A A A A B B A B A A A,8.357839999999998,1,a co-polymer with sequence B A B B B A A A B A A A A B B A B A A A
5639,B A A B A B A B A A A A A B A A B A A B,8.250134899999997,1,a co-polymer with sequence B A A B A B A B A A A A A B A A B A A B
5640,A A A A A B A B A A A A B B B B A A A B,8.736286900000001,1,a co-polymer with sequence A A A A A B A B A A A A B B B B A A A B
5641,A A B A A A A A A B A B A A B A B B A A,8.284653466666665,1,a co-polymer with sequence A A B A A A A A A B A B A A B A B B A A
5642,A A A A A A A A A A A A A B A B A A A B,8.719423999999998,1,a co-polymer with sequence A A A A A A A A A A A A A B A B A A A B
5643,B A B B B A A B B B B A B B A A A B B A,7.997965000000001,0,a co-polymer with sequence B A B B B A A B B B B A B B A A A B B A
5644,A B A B A A A A B A A A A A B A A A B A,8.357844600000004,1,a co-polymer with sequence A B A B A A A A B A A A A A B A A A B A
5645,A A A A A A A A A A A A A A A B B A B A,8.858945433333334,1,a co-polymer with sequence A A A A A A A A A A A A A A A B B A B A
5646,A B A A A A A A A A A B B A B A A B A A,8.4428481,1,a co-polymer with sequence A B A A A A A A A A A B B A B A A B A A
5647,B B B B A B B B B B B B B B B B A B B A,7.821604299999999,0,a co-polymer with sequence B B B B A B B B B B B B B B B B A B B A
5648,A A A A B A A A A A A B A A A B A A A A,8.272570633333334,1,a co-polymer with sequence A A A A B A A A A A A B A A A B A A A A
5649,B B A B A B A B A A A A A B A A B B A A,8.371538966666666,1,a co-polymer with sequence B B A B A B A B A A A A A B A A B B A A
5650,B B B B B B B B B A B A B B A B B B B B,7.555437499999998,0,a co-polymer with sequence B B B B B B B B B A B A B B A B B B B B
5651,B B A B B A A B A A A A A B A B A B A A,8.322487566666668,1,a co-polymer with sequence B B A B B A A B A A A A A B A B A B A A
5652,B A A B A B A B B A A A A A A A A B A A,8.2796548,1,a co-polymer with sequence B A A B A B A B B A A A A A A A A B A A
5653,B B B B B B A B A B B A A B B B B B A A,8.010283799999995,0,a co-polymer with sequence B B B B B B A B A B B A A B B B B B A A
5654,A A A A A A A B B B A A A B B A A B B A,8.7069587,1,a co-polymer with sequence A A A A A A A B B B A A A B B A A B B A
5655,A B A B B B A A B B B A B B B B B B B B,7.838712233333331,0,a co-polymer with sequence A B A B B B A A B B B A B B B B B B B B
5656,A B B A B A B A B A B A B B A B A B B A,7.565696133333336,0,a co-polymer with sequence A B B A B A B A B A B A B B A B A B B A
5657,B B A B A B A A A B A B B B A B A B B B,7.730051699999999,0,a co-polymer with sequence B B A B A B A A A B A B B B A B A B B B
5658,A B B B A A A B B A A A A B B A B B B A,8.397507799999998,1,a co-polymer with sequence A B B B A A A B B A A A A B B A B B B A
5659,A B B A A A A A A B A A A A A A B B A A,8.662380333333333,1,a co-polymer with sequence A B B A A A A A A B A A A A A A B B A A
5660,B B B B B B A B B B B B B A B B A B B A,7.645235599999999,0,a co-polymer with sequence B B B B B B A B B B B B B A B B A B B A
5661,A B A B B B B A A B B B B B B B B A B B,7.720687999999997,0,a co-polymer with sequence A B A B B B B A A B B B B B B B B A B B
5662,B B B B A B B A B B B B B A B A A B B B,7.762140333333333,0,a co-polymer with sequence B B B B A B B A B B B B B A B A A B B B
5663,B B B B A B A A B A B B B B A B A B B A,7.731521499999998,0,a co-polymer with sequence B B B B A B A A B A B B B B A B A B B A
5664,B A B A B B B B B A A B B A B B B B B A,7.7711241,0,a co-polymer with sequence B A B A B B B B B A A B B A B B B B B A
5665,A A A A B A A A B B B A A A B A B A A A,8.718220933333333,1,a co-polymer with sequence A A A A B A A A B B B A A A B A B A A A
5666,B B A B B A B A B A B B A B B B A B B B,7.420595233333337,0,a co-polymer with sequence B B A B B A B A B A B B A B B B A B B B
5667,B B A A A A A B B A B A B A A B B A B B,8.140830166666664,0,a co-polymer with sequence B B A A A A A B B A B A B A A B B A B B
5668,B B A B B B B A A B A A B B A B A B A A,8.046946700000003,0,a co-polymer with sequence B B A B B B B A A B A A B B A B A B A A
5669,A A B A B A A A A A A A A B A A B A A A,8.4357274,1,a co-polymer with sequence A A B A B A A A A A A A A B A A B A A A
5670,A A A A A A B B B A B A B B B B A A A A,8.661198999999998,1,a co-polymer with sequence A A A A A A B B B A B A B B B B A A A A
5671,A B A A B A B B A B B A B A B A A A B B,8.0436593,0,a co-polymer with sequence A B A A B A B B A B B A B A B A A A B B
5672,B A A A B A B A B A A A A B A A A A A A,8.386512399999997,1,a co-polymer with sequence B A A A B A B A B A A A A B A A A A A A
5673,A A B A B B A A A A B A A B A A A B A A,8.168519466666666,0,a co-polymer with sequence A A B A B B A A A A B A A B A A A B A A
5674,B A B B B B A B A B B B A B A A B B B B,7.771757600000003,0,a co-polymer with sequence B A B B B B A B A B B B A B A A B B B B
5675,A A B A B B B B B B B B B B B B B A B B,7.976236433333328,0,a co-polymer with sequence A A B A B B B B B B B B B B B B B A B B
5676,A A A B A B A B A A A A A A A A B A A B,8.384534266666664,1,a co-polymer with sequence A A A B A B A B A A A A A A A A B A A B
5677,B A B A A B A A A A A B A A B A B B B B,8.205023966666666,1,a co-polymer with sequence B A B A A B A A A A A B A A B A B B B B
5678,B B A A A B A B A B B A B B A B A A B A,8.0436593,0,a co-polymer with sequence B B A A A B A B A B B A B B A B A A B A
5679,A B A B B A B B B B A A A A B A A A A B,8.342752166666665,1,a co-polymer with sequence A B A B B A B B B B A A A A B A A A A B
5680,A B B A A B B B B B A A A B B B A B B A,8.141855200000002,0,a co-polymer with sequence A B B A A B B B B B A A A B B B A B B A
5681,B A B A A A A B B A A B A B A A B A A A,8.1111377,0,a co-polymer with sequence B A B A A A A B B A A B A B A A B A A A
5682,B B B B A B A B B B A A A B B A A B A A,8.189079999999999,0,a co-polymer with sequence B B B B A B A B B B A A A B B A A B A A
5683,A A A A A A A B A A A B A B A A A A B A,8.39187093333333,1,a co-polymer with sequence A A A A A A A B A A A B A B A A A A B A
5684,A A A A A A A B A A A A A A A A B B A A,8.450276800000001,1,a co-polymer with sequence A A A A A A A B A A A A A A A A B B A A
5685,B B A B A A B B B B B B A B B B B B A B,7.938610466666667,0,a co-polymer with sequence B B A B A A B B B B B B A B B B B B A B
5686,A B A A A A A B A A A A B A B B A A B B,8.320584966666663,1,a co-polymer with sequence A B A A A A A B A A A A B A B B A A B B
5687,B B B B B B B B B B B B A A B B B B B B,7.844152733333331,0,a co-polymer with sequence B B B B B B B B B B B B A A B B B B B B
5688,B A A A B B B B A B B A B B A B A B A A,8.114924566666668,0,a co-polymer with sequence B A A A B B B B A B B A B B A B A B A A
5689,A B B B B A A B A B A A B A A A A A A B,8.3254161,1,a co-polymer with sequence A B B B B A A B A B A A B A A A A A A B
5690,A A B A A A A A A B A A A B A B A A A A,8.559072600000002,1,a co-polymer with sequence A A B A A A A A A B A A A B A B A A A A
5691,B B B B B A B B A B A B B B A B A B A B,7.895728499999999,0,a co-polymer with sequence B B B B B A B B A B A B B B A B A B A B
5692,B B B B B A B B B B B B A A A B B B B A,8.05258783333333,0,a co-polymer with sequence B B B B B A B B B B B B A A A B B B B A
5693,B B B B A B A B B B B B B B B B B B B B,7.780900966666664,0,a co-polymer with sequence B B B B A B A B B B B B B B B B B B B B
5694,A A A A A A A A B A B B A A A A B A B B,8.393527466666667,1,a co-polymer with sequence A A A A A A A A B A B B A A A A B A B B
5695,A B B A B B B B B B B B B B A A B B B B,7.945857833333331,0,a co-polymer with sequence A B B A B B B B B B B B B B A A B B B B
5696,B B B A A B A A B B A B B B B B A B B B,7.982964166666667,0,a co-polymer with sequence B B B A A B A A B B A B B B B B A B B B
5697,A A B B A A A B B A A A A A A A B A A A,8.560721333333335,1,a co-polymer with sequence A A B B A A A B B A A A A A A A B A A A
5698,B A A B A A A A A A A A A A B B A A A B,8.491833566666665,1,a co-polymer with sequence B A A B A A A A A A A A A A B B A A A B
5699,B B B A A B A A A A B A A B A A A A A A,8.365503133333332,1,a co-polymer with sequence B B B A A B A A A A B A A B A A A A A A
5700,B B A B A A A A A B A B B A A A A A A B,8.37399116666667,1,a co-polymer with sequence B B A B A A A A A B A B B A A A A A A B
5701,B B B A B A B B A A A A A A B B A A B B,8.440394966666668,1,a co-polymer with sequence B B B A B A B B A A A A A A B B A A B B
5702,B A A A B A B B A A B A A A B B B B A B,8.430318900000003,1,a co-polymer with sequence B A A A B A B B A A B A A A B B B B A B
5703,B A B B B B B A B B A A B B B A B B B B,7.895487166666667,0,a co-polymer with sequence B A B B B B B A B B A A B B B A B B B B
5704,B B A B B B B B A A A B A B B B B B B A,7.868825966666666,0,a co-polymer with sequence B B A B B B B B A A A B A B B B B B B A
5705,A A A A A B A A B B B A A A B A B A A A,8.663455666666668,1,a co-polymer with sequence A A A A A B A A B B B A A A B A B A A A
5706,A A B A A A B A A A A B B A B A B A A A,8.391639366666668,1,a co-polymer with sequence A A B A A A B A A A A B B A B A B A A A
5707,B B A A A A A A A A B B A A A A A A A B,8.626968966666666,1,a co-polymer with sequence B B A A A A A A A A B B A A A A A A A B
5708,B A A A A B A A B A A A A B B B A B B A,8.473539999999996,1,a co-polymer with sequence B A A A A B A A B A A A A B B B A B B A
5709,A B B B B B A B B A B B B A B A B A A B,7.674493166666666,0,a co-polymer with sequence A B B B B B A B B A B B B A B A B A A B
5710,B A B A B B A B B A B A B A A A B B B B,7.927124899999999,0,a co-polymer with sequence B A B A B B A B B A B A B A A A B B B B
5711,B B B B A B B A A B A B A B B B B B B B,7.850398266666669,0,a co-polymer with sequence B B B B A B B A A B A B A B B B B B B B
5712,B A A A A B B B B A A B A B B B B A B B,8.162412999999999,0,a co-polymer with sequence B A A A A B B B B A A B A B B B B A B B
5713,A A B A A A A B A A A A A A B A A A A B,8.5259673,1,a co-polymer with sequence A A B A A A A B A A A A A A B A A A A B
5714,A A A A A B A A A B A A A B A B A A B B,8.253373766666664,1,a co-polymer with sequence A A A A A B A A A B A A A B A B A A B B
5715,A B A A A B A B A A B A B B B A B A B B,7.856976433333335,0,a co-polymer with sequence A B A A A B A B A A B A B B B A B A B B
5716,A B A A A A A A A B A B A A A A B A B B,8.418284233333337,1,a co-polymer with sequence A B A A A A A A A B A B A A A A B A B B
5717,B B B B B B A A A A B B A B B B A A B A,8.3591821,1,a co-polymer with sequence B B B B B B A A A A B B A B B B A A B A
5718,A B B A A A A B A B A A A B A A A B A A,8.201993266666669,0,a co-polymer with sequence A B B A A A A B A B A A A B A A A B A A
5719,B B A A B A B B A A B B A A A B A A B B,8.024148299999998,0,a co-polymer with sequence B B A A B A B B A A B B A A A B A A B B
5720,A A B B A B A B B A B A A B A B B B B B,8.033731800000002,0,a co-polymer with sequence A A B B A B A B B A B A A B A B B B B B
5721,B A A A A B B A A A A A B A B B A A B B,8.349408166666668,1,a co-polymer with sequence B A A A A B B A A A A A B A B B A A B B
5722,A B B B B A A B A B B B B A A B A A B B,8.226647666666668,1,a co-polymer with sequence A B B B B A A B A B B B B A A B A A B B
5723,A A B B B B B B A B B B B B B B A B A B,8.098749900000001,0,a co-polymer with sequence A A B B B B B B A B B B B B B B A B A B
5724,A B A A A A A A A B A A A A B A A B A A,8.399790399999997,1,a co-polymer with sequence A B A A A A A A A B A A A A B A A B A A
5725,A B B A A B A A A A B A A B A B A A A A,8.284386166666666,1,a co-polymer with sequence A B B A A B A A A A B A A B A B A A A A
5726,B A A B A A B A B A A A A A A A A B A A,8.380816766666667,1,a co-polymer with sequence B A A B A A B A B A A A A A A A A B A A
5727,A A A B B B B B A B A B A B A A A A A A,8.644036133333334,1,a co-polymer with sequence A A A B B B B B A B A B A B A A A A A A
5728,A A A B B B B A B B A B B B B B B B B B,7.995252466666667,0,a co-polymer with sequence A A A B B B B A B B A B B B B B B B B B
5729,B A A A B A A A B A A A B A A A B B A A,8.230371133333332,1,a co-polymer with sequence B A A A B A A A B A A A B A A A B B A A
5730,B A A B A B A A A A A A A B A A B A B A,8.284948100000001,1,a co-polymer with sequence B A A B A B A A A A A A A B A A B A B A
5731,B B B B B A A B B B B B A A A B A A B A,8.4007043,1,a co-polymer with sequence B B B B B A A B B B B B A A A B A A B A
5732,B A A B B A A B A B A A B B A B B B B B,7.9800842,0,a co-polymer with sequence B A A B B A A B A B A A B B A B B B B B
5733,A A B B A B A B B A A A A A A A B A A A,8.483579233333332,1,a co-polymer with sequence A A B B A B A B B A A A A A A A B A A A
5734,A A A B B A B B A A B A B B A B B A B B,8.131218800000001,0,a co-polymer with sequence A A A B B A B B A A B A B B A B B A B B
5735,B B B A A B B B A B B B A B B A B B A B,7.725488533333333,0,a co-polymer with sequence B B B A A B B B A B B B A B B A B B A B
5736,B B A A B A A A B A B A A A A B B B A A,8.3914899,1,a co-polymer with sequence B B A A B A A A B A B A A A A B B B A A
5737,A B B A B B B B B A A A B A A B B B B A,8.397181833333336,1,a co-polymer with sequence A B B A B B B B B A A A B A A B B B B A
5738,B A B A A B A A B B A A A B B A B B A B,8.0945788,0,a co-polymer with sequence B A B A A B A A B B A A A B B A B B A B
5739,B B B A B A B B A B B B B B A A B A B B,7.898409866666668,0,a co-polymer with sequence B B B A B A B B A B B B B B A A B A B B
5740,B B B B B B B B A B B A B A B B B B B B,7.618172433333333,0,a co-polymer with sequence B B B B B B B B A B B A B A B B B B B B
5741,B B A B B B B B B A A A A B B A B A B A,8.208954533333332,1,a co-polymer with sequence B B A B B B B B B A A A A B B A B A B A
5742,B A B A A A B A B A A A A A A A A A B A,8.30543343333333,1,a co-polymer with sequence B A B A A A B A B A A A A A A A A A B A
5743,A A A A B A A A A B B A A A A A A A A B,8.512014766666669,1,a co-polymer with sequence A A A A B A A A A B B A A A A A A A A B
5744,A B A A A B B B A A A A B A B B B B A B,8.220822199999997,1,a co-polymer with sequence A B A A A B B B A A A A B A B B B B A B
5745,B A B A B B A B B B B B B B B B A B B B,7.71585333333333,0,a co-polymer with sequence B A B A B B A B B B B B B B B B A B B B
5746,A B B B B B B A A B B B B A A B B B B B,8.131033733333334,0,a co-polymer with sequence A B B B B B B A A B B B B A A B B B B B
5747,A A B A A A B A B A A A A A A A A B A A,8.285771666666667,1,a co-polymer with sequence A A B A A A B A B A A A A A A A A B A A
5748,A A A A A B A A A A A B A A B B A B A A,8.339318666666665,1,a co-polymer with sequence A A A A A B A A A A A B A A B B A B A A
5749,A B B A B A B A B B A A A A A A B A A B,8.294655599999999,1,a co-polymer with sequence A B B A B A B A B B A A A A A A B A A B
5750,A B B B B B B A A A A B B A A B B B A A,8.6627327,1,a co-polymer with sequence A B B B B B B A A A A B B A A B B B A A
5751,A B B B B B B B B B B B B B B B A A B B,7.875085033333331,0,a co-polymer with sequence A B B B B B B B B B B B B B B B A A B B
5752,A A B A A A A B B B A A A B A A A B A A,8.625580199999998,1,a co-polymer with sequence A A B A A A A B B B A A A B A A A B A A
5753,A A B A A A A A A A A A A A B B A A A A,8.382705666666666,1,a co-polymer with sequence A A B A A A A A A A A A A A B B A A A A
5754,B A A A B A B A A B A A A A A A A A B A,8.298928733333335,1,a co-polymer with sequence B A A A B A B A A B A A A A A A A A B A
5755,A A A A A B A A A A A A A A A A B A B A,8.603684266666665,1,a co-polymer with sequence A A A A A B A A A A A A A A A A B A B A
5756,A B A B B B B B A A B B B B B A B B A B,7.869459899999999,0,a co-polymer with sequence A B A B B B B B A A B B B B B A B B A B
5757,B B B B A A A B B B A B B A B A B A A A,8.2012808,0,a co-polymer with sequence B B B B A A A B B B A B B A B A B A A A
5758,A B B A B A B A B B A B B A B A A B A A,7.737116800000001,0,a co-polymer with sequence A B B A B A B A B B A B B A B A A B A A
5759,A A B A B A A A A A A A B A B B A A A A,8.609615466666664,1,a co-polymer with sequence A A B A B A A A A A A A B A B B A A A A
5760,B A A A A B A A B B A B B B B A B B B A,8.447289500000004,1,a co-polymer with sequence B A A A A B A A B B A B B B B A B B B A
5761,B A A A B A B B A A A A B A B A A B B A,8.400323566666666,1,a co-polymer with sequence B A A A B A B B A A A A B A B A A B B A
5762,B B B B B B B B B A B A B B B B B A A B,7.731690499999999,0,a co-polymer with sequence B B B B B B B B B A B A B B B B B A A B
5763,A B B B A A A B B B B B A A A A B B A A,8.6954267,1,a co-polymer with sequence A B B B A A A B B B B B A A A A B B A A
5764,B B B B B B B A A A A B A B A A A B A A,8.757561466666667,1,a co-polymer with sequence B B B B B B B A A A A B A B A A A B A A
5765,B B B B A A B B B A A A B B B A B B B A,8.224543066666667,1,a co-polymer with sequence B B B B A A B B B A A A B B B A B B B A
5766,A B B A A A A A B A A A A A A B A A A A,8.492376733333334,1,a co-polymer with sequence A B B A A A A A B A A A A A A B A A A A
5767,B B A B A B B B B B B B B B B B B A A A,8.184513100000004,0,a co-polymer with sequence B B A B A B B B B B B B B B B B B A A A
5768,A B A B A B B B A A B B A A B A B B A A,7.983396833333334,0,a co-polymer with sequence A B A B A B B B A A B B A A B A B B A A
5769,B A B B A A B A B B A B A A A A A B A A,8.282639133333333,1,a co-polymer with sequence B A B B A A B A B B A B A A A A A B A A
5770,B A A B A A A B A B B B B B B B A B B A,8.191193766666665,0,a co-polymer with sequence B A A B A A A B A B B B B B B B A B B A
5771,B B B A B A A A B B B B A A B A B B B B,8.2634392,1,a co-polymer with sequence B B B A B A A A B B B B A A B A B B B B
5772,B A A A B A A A A A B B A A A A A A A A,8.798064633333336,1,a co-polymer with sequence B A A A B A A A A A B B A A A A A A A A
5773,A A A B B B B A A B A A B A A A A B A A,8.557539333333338,1,a co-polymer with sequence A A A B B B B A A B A A B A A A A B A A
5774,B B B B B B B B B B B B B B A A B A B B,7.946747699999999,0,a co-polymer with sequence B B B B B B B B B B B B B B A A B A B B
5775,B B B B B B B B B A B A B A B A A A A B,8.369768866666668,1,a co-polymer with sequence B B B B B B B B B A B A B A B A A A A B
5776,B A A A A A A A A A A A A A A A A B A A,8.5550522,1,a co-polymer with sequence B A A A A A A A A A A A A A A A A B A A
5777,B B B A B B B A B B A A B B B B B B B B,7.718759533333332,0,a co-polymer with sequence B B B A B B B A B B A A B B B B B B B B
5778,A B B A A B A B B A B B A A A A A A A A,8.696629500000004,1,a co-polymer with sequence A B B A A B A B B A B B A A A A A A A A
5779,A A A B B B A A B A B A B B A A B A A A,8.373272666666663,1,a co-polymer with sequence A A A B B B A A B A B A B B A A B A A A
5780,A A A A A A B B B B A A A B A B A A A A,8.664257,1,a co-polymer with sequence A A A A A A B B B B A A A B A B A A A A
5781,A B A A A A B A B A B B B A A A A A A A,8.536684300000003,1,a co-polymer with sequence A B A A A A B A B A B B B A A A A A A A
5782,B A B B A A B A B B A A A A A B B B B A,8.294992533333332,1,a co-polymer with sequence B A B B A A B A B B A A A A A B B B B A
5783,A B A B B B A A A A A A B B A A B B B A,8.324087533333334,1,a co-polymer with sequence A B A B B B A A A A A A B B A A B B B A
5784,B B B B B B A B B B B A A B A B B B B B,7.889916466666666,0,a co-polymer with sequence B B B B B B A B B B B A A B A B B B B B
5785,A A B A B B A A B B B B A B B B A A A A,8.415458,1,a co-polymer with sequence A A B A B B A A B B B B A B B B A A A A
5786,A B B B B B A B B B B A A A A B A A B A,8.244031533333333,1,a co-polymer with sequence A B B B B B A B B B B A A A A B A A B A
5787,B A B B B A B B B B B A B B A B B B B A,7.839202133333336,0,a co-polymer with sequence B A B B B A B B B B B A B B A B B B B A
5788,B B A B B A B A A B A B B A B A A A A A,8.046834933333335,0,a co-polymer with sequence B B A B B A B A A B A B B A B A A A A A
5789,A B B A A A B A A B A A A A A A A A A A,8.657833366666669,1,a co-polymer with sequence A B B A A A B A A B A A A A A A A A A A
5790,A B B B B B A B B A A B B B A A B A B B,8.088808266666668,0,a co-polymer with sequence A B B B B B A B B A A B B B A A B A B B
5791,A B A B B A B B B B B B B A A B B B B B,7.917586766666664,0,a co-polymer with sequence A B A B B A B B B B B B B A A B B B B B
5792,A A A A A A B B B A A A A A B B A A B B,8.806783666666668,1,a co-polymer with sequence A A A A A A B B B A A A A A B B A A B B
5793,B A A B A A A A A A B A A A A A A A A A,8.46651786666667,1,a co-polymer with sequence B A A B A A A A A A B A A A A A A A A A
5794,B B B B A A B B B A A B A B B B B A B A,7.948187766666669,0,a co-polymer with sequence B B B B A A B B B A A B A B B B B A B A
5795,A A A A B A A A A B A B A A A A A A A A,8.32305363333333,1,a co-polymer with sequence A A A A B A A A A B A B A A A A A A A A
5796,A B A B B B A B A B A B A B A B B A B B,7.507216700000001,0,a co-polymer with sequence A B A B B B A B A B A B A B A B B A B B
5797,B B A A B B A B A A A A A A B B A B A A,8.4992709,1,a co-polymer with sequence B B A A B B A B A A A A A A B B A B A A
5798,B B B A B B A B B A B B A B A A B B A B,7.629044200000003,0,a co-polymer with sequence B B B A B B A B B A B B A B A A B B A B
5799,B B B A A B A A B A B B B B A A A B B B,8.384623199999998,1,a co-polymer with sequence B B B A A B A A B A B B B B A A A B B B
5800,A A A A B A B B A B B A A B A B B B B B,8.221858433333331,1,a co-polymer with sequence A A A A B A B B A B B A A B A B B B B B
5801,B A B B B A B B B B A B B A B B B A B B,7.553980933333335,0,a co-polymer with sequence B A B B B A B B B B A B B A B B B A B B
5802,B A A A A B B A B B A A B B A A B A A B,8.2216562,1,a co-polymer with sequence B A A A A B B A B B A A B B A A B A A B
5803,B B B B B B B A B B A B B B A B A A B B,7.898188333333335,0,a co-polymer with sequence B B B B B B B A B B A B B B A B A A B B
5804,B B B A A A B B A A B B B B B A B B B B,8.083755666666665,0,a co-polymer with sequence B B B A A A B B A A B B B B B A B B B B
5805,B B A B B B A A A B A B B B B B A B B B,7.962951199999999,0,a co-polymer with sequence B B A B B B A A A B A B B B B B A B B B
5806,A B B B B B B A A A B B B A B A B A B B,8.108288500000002,0,a co-polymer with sequence A B B B B B B A A A B B B A B A B A B B
5807,B A A B A A A B A B A A A A A A A A A B,8.472789666666667,1,a co-polymer with sequence B A A B A A A B A B A A A A A A A A A B
5808,B B A B A A B B A A B B B A B B B A A B,8.111745966666664,0,a co-polymer with sequence B B A B A A B B A A B B B A B B B A A B
5809,A B A A B B B A B B A A B A B A B B B B,7.966020100000003,0,a co-polymer with sequence A B A A B B B A B B A A B A B A B B B B
5810,A B B A A A B A B B B A A B A B B B B A,8.045405733333332,0,a co-polymer with sequence A B B A A A B A B B B A A B A B B B B A
5811,A A B B A A B A B A A A A A B A A B B A,8.156380666666662,0,a co-polymer with sequence A A B B A A B A B A A A A A B A A B B A
5812,B B A A A A B A A A A A A A B A A A A A,8.809683033333336,1,a co-polymer with sequence B B A A A A B A A A A A A A B A A A A A
5813,B B B B B B B B B B B B B A B A B B B B,7.780900966666664,0,a co-polymer with sequence B B B B B B B B B B B B B A B A B B B B
5814,A A A A A A B B B B A B A A A A A A A A,8.861250466666668,1,a co-polymer with sequence A A A A A A B B B B A B A A A A A A A A
5815,B B A A B A A A A B B B A B A A A B A A,8.2336018,1,a co-polymer with sequence B B A A B A A A A B B B A B A A A B A A
5816,B A B B A B B B B A B A B A A B B B A B,7.8017331,0,a co-polymer with sequence B A B B A B B B B A B A B A A B B B A B
5817,A B B A A B B B B B A A A A B B A B B B,8.247581066666667,1,a co-polymer with sequence A B B A A B B B B B A A A A B B A B B B
