sequence,E_adh
B B B B B B B A B A B A B B B A B B B A,7.790919199999999
B B A A A A A A A A B A A B B A B B B A,8.260664866666662
A A A A A A B A B A B A B A A B A A A A,8.278723566666665
A B A A B B A B A A B B A A A B A A B B,8.1385257
B A A A A A A A A A A A A A B A A B A A,8.493577966666663
A B A B A B B B A A B A A A A B B B A A,8.161569600000002
B B A A B B B B A B B A B A B B B A B B,7.9165819999999965
A A B B A A A A B B A A A A A A A A A A,8.616183533333333
B B B B B B A B B B A B A B A B A B B A,7.853367066666662
B B B B B B A B B B A B A A B B B B B A,7.869367166666667
B B B B B B A A B B A B B B B B B B A A,8.002444266666666
B B B A A B B B A B B A B A A B A A A B,8.138395700000002
B B A A B B B B B B A A B B B B B B B B,8.014265133333335
A A A A A B A A A A B A A A A A A B B B,8.571003066666668
A A A B B A B A A A B B A A B A B B A B,8.2188105
A A B A B A B A A A A A A B A A A A A A,8.433594866666672
B A B A A A A B A A B A A A B A A B A B,8.025119533333335
B B A A B B B B B B B A A B A A B A A A,8.464430333333334
B B A B B A A B A A A B B A A A A B A A,8.279985433333334
B A A B A A A A A A A B B A A B A A B B,8.35912766666667
B B A A B B A A B B B B B B B B B B B B,8.1082221
B B B B A B A A A A B B B A A A A A A A,8.695572066666667
A A B A B B A B A A B A B B A A A A A B,8.123371933333333
B B B B B A B B B B B A B B B B B A A B,7.868374699999999
A B A A B A A A B A A B A A B B A A B A,8.049885166666668
A B A A B A B B B A B A A B A A A A B A,8.206990133333335
B A B B A B A B B A B B A B B A A B B B,7.681830166666664
B A B A B A A B A B B B B B B A B A B A,7.854954200000002
A A A A A A B A B A A A A A B A B A A A,8.484441366666669
B B B B B B B A B B B A B B A B A B B B,7.717379566666667
B A B B B A A A A B B B B B A B B B B A,8.127588833333336
A A B A B A B B A B A A B B A B B B A A,8.087442566666663
A A B A B A A B A A A A A B B A B A B A,8.220907566666664
B A A B B A A A A A A A A A A B A A B A,8.543222966666669
B B B A A B B B B B A B B A B B A A B B,8.172727900000002
B A B B B B A A B B B B B B B B B B A B,7.663238366666667
B B B B B A B A A B A A B A B B A A B A,7.995920433333334
B A A A A B B B B A A A B A B A A A A A,8.464323200000003
A A B B B B B B B B B B B B B A B A B B,8.006605766666667
B B A B A A B A A B B A B B A B B B A B,7.884100999999998
B A B B B B B B A B B B B B B A B B B B,7.763697333333335
B B B A A A B B B B B B B B A A B B B A,8.191092933333334
A A A A A B A A A A A B A A A A A A B A,8.453869233333336
B A A A A A A A B B A A A A A A A A A A,8.563671499999996
B A B A A A A A A A B A A A A A B B B A,8.694262966666665
A A A A A A A A A A A A A B B A A A B B,8.5167077
B B B A B B B B B A B B B B B B A B B A,7.740798933333336
B B B B B B B B B B A B A A B A A B B B,8.045206333333331
B A B B B B A B B A A B B B A B B B B B,7.9101648
A A A B B A B B B B A A B B B A A B B B,8.30082473333333
A B B B B B B B A B B B B B B B B B B B,7.6110697
A A B A B A A A A B A A B A B A A A A B,8.1049066
B A B B A B A A B B B B A B B B B A B B,7.902976999999996
B B A B B A A A A B B A A B A A B B B B,8.180822366666666
B A A A B A A B B B A B A A B A A A A A,8.499374300000001
A B A B B B B B B A B A B B B B A B B B,7.809752533333333
B B A B B B B B B A A B A B B B B A B B,7.943388166666667
A B B A A B B B A B A B A B A B B B A A,7.966925299999998
B B B B B B B A B B B B A B B A A B A A,7.957757833333334
B B A B A B A B A B B B B A B A A B B B,7.836220766666665
A A B A B A A A A A A B A A A B A A A A,8.481468533333333
B B B B A A A A A B A A A B A A A B B A,8.491351133333332
B B B A B B B B A B B B B B B B A B A B,7.896902233333336
A B B B A B A B A A B B B A B B A B B A,7.8364239
A A B B B A A B A A B A A A A A B A A B,8.36771056666667
B A B A B A B A B B B A B B B B B B B A,7.886493866666667
B B A A A A B B B A B A B A B B A A A B,8.234173433333332
A A B A B B A A A A A A A A B B A A B A,8.420523833333332
A A A A A A A A B A B B B A A A A A A A,8.680301000000002
B A A B B A A B B B B A B A B B A B B B,7.842239966666668
B A B B A B B A B B B B B A A A B B A B,7.873396566666667
A A A A A A B A A A B A A A A A B A B A,8.301734033333334
A B A B A A B B A B A B A B A B A B A B,7.693230566666665
A B A A A A A A A A B A A A A A B B A A,8.558958133333336
A B A A A A B B A A A B A A A A A A A A,8.672646599999998
B A A B B B A B A B A A B A A A A A A B,8.387050466666667
A A B B A A A A A B B B B A A B A A A B,8.562552166666665
A A A B B B B A A A B A A A A B B B A A,8.723833466666665
A B B B A B A B B B B B A A B B A B A B,7.827646166666668
B A B B B B B B B B A B A A B B A B B B,7.816784633333334
A B B B A B B A B B B B A B A B B B A B,7.588830433333333
A B A B B B B B B A B B A B B A B B A B,7.643781533333335
B B A B B B B B B A B B B A A B B B B B,7.886871000000003
B A A A A B B B A A B A A A A B A A A A,8.521964899999999
B B A B B B B B B B B B B A B B B A B A,7.876483633333336
B B B B A A B B B B A B B B A B B B A A,8.108354566666668
B A A B A B A B B B B A B A B B B B B A,7.930522266666669
A B B A B A A B B B B B A B A A B A B B,7.9998418
A B B A A B B A A A B B B B B A B B A A,8.38942226666667
A A A A A A A B A A A A B A A A A A A A,8.417676433333332
B A B B A A A B B B A A B A A B B A B B,8.112929633333334
B B A B B A B B B B B B B A B B B B B A,7.686707166666666
B B A B B B B B B B A B A B B B A B B B,7.805326133333335
A A A A B A A B A B A A A A A B A A A A,8.2569206
B B B A B B B B B B B B B B A B B A B B,7.780009366666663
B B B B B B B A B B B A B A B B A B B B,7.5115721666666655
A A B B A B B B A A B B B A A A A A B B,8.557748400000001
B A A B B A A A A B A A B B B A B B B A,8.230308133333331
B A A B B B A B A A A B A B A B B A B A,7.866857266666667
B A B A B B B B B A B B B A A A B B A B,7.755357466666668
B B A B A B B B B A B B B B A B A B B B,7.599666299999997
A A A B A A A B A A A B B A A A B B A A,8.363965633333331
A A B B B B B A B A A B B B B B B B A B,8.192834733333335
A A A A B B B A A B A B A A A A A A A A,8.826582866666667
A A B B B B B B A A A A B B A B B A B A,8.203821266666665
A A B A A A B A A A A A B A A A A A A A,8.54224143333333
A A A A A A A A A A A B A A A A A A A A,8.926224333333334
B B B B B A B B B B B B B B A B B A B B,7.733215766666666
B B B B B A A B B A A B B B B A B B B A,8.013417299999999
B A A A B A A B A A B A A A A B B B B B,8.34872663333333
A A A A A A A A A A A A A B A A A A B B,8.527819699999998
A B A A A A A B A A B A B A A A B B B A,8.423890933333334
B B B A A A B B B A B B B B A A A B B B,8.509680566666665
B A A B B A A A A B A B A A B B B A A B,8.280732566666666
A A A A A A B A A B B A A A B B B B B B,8.567884233333332
A A A A A A B A B B B B A B B A B B B A,8.449196600000002
A B B B A B B A A A B A B A B A A B B A,8.003506866666667
B A B A B B A B B A B A B B B A A A B A,7.948615233333333
A B A B B A A A B A B A B B A B B B A B,7.975560599999998
A B A B A A A A B A A A A B A A B A A B,8.262584266666668
A A A A A A A B B A A A B B A A A B A B,8.572143033333335
B A B A A B A A A A B B A A B A B A A A,8.263050066666667
A B B A B B A B B B B A B A A B A B B B,7.930499733333331
A B A A A A A A B A A B A B A A A A B A,8.176682633333332
B B B B B B B B A A A B B B B B B B B B,8.017233000000001
B B B B B A B B B B B B A A B A A A B B,8.096912966666666
B A B A A B B A B A B A A B A A A B B A,7.882195666666664
A A B A B A A A A A A B A A A A A A A B,8.300612999999998
A A A A A A A A A B B A A A B A B A A B,8.4654855
A A A B A B A B B A A A B A A B A B A B,8.068458399999999
A B B B A A A A A A B A B B A A A A A A,8.531052599999999
B A B B A B B B A B B A A B A A B B B A,8.045487566666669
A B B B A B A B B A A B B B A B A B B B,7.880579466666665
A B A B A A B B A B A B A B A B B A B A,7.594146666666667
A A B A A A A A A A A A A B A B B A A A,8.617430666666667
A A A A A A B A B A B A A B B B A B B A,8.51675863333333
B B B B B B B B B B B B B B A A B B B B,7.906436533333332
A A A B A B A A B A B B B A A B B A B A,7.982387133333335
A A B A A B A A A A A A A A A B B A A A,8.414300799999998
B B A B B B A B A B B B A A A B B B B B,8.057130733333329
A B A B A A B B A A B A A B A B A A A A,8.116675900000002
B B A A B B B A A A A A B B A A A B B B,8.306578633333332
A B A A A A A A B B B A A B A A A A B B,8.527898899999997
B B B B B B B B B B A B B B B A B A B B,7.625758899999997
A B B A B A A B B B B B B B A A B B A B,8.018027433333334
A A A A A B A B B B A A B B B B A A B B,8.5517787
A B A A A B B B B A A A A A B B A B A B,8.240025066666668
A B B A A A A A B A A B A A B B B A A B,8.503609000000003
A A A B B B A A A B B A A A A B B B A B,8.810122799999998
B B B B B B B B B B B B B B B B B A B B,7.672949166666669
A A B B B B A A A B B B B B A B B A A B,8.314140833333335
B B B A A B A A B B B A B B A B A A B B,7.835386266666665
B B A A A A A B B A B A A B B A A A A A,8.556610933333332
A A A B B B B B A B B A B B B B B B A B,7.973497266666666
A A A A A A B A B A A A B A A B A A B B,8.214659366666666
B A A B B A A B B A A B B B A B A B A B,7.798310233333334
B B B B A A A A A B A B A A A A B A A A,8.478401333333334
B A B B B B B B A A B B B A B B B B A B,7.796053600000002
A A A A A A B A A B B B B B A A B B A A,8.576783966666666
B A B A B B B B B B A B B B B B B A B B,7.695578233333334
B A A B A A B B B A B B B B B A A B B A,8.119244933333336
B B A A B B B A B B A B B B B B B B A B,7.9100961
B A B A A B A A B B B B A B A B B A B A,8.032943766666666
A A B B A A B A B A A B B A A A B A A A,8.221456999999997
B A A B A A B A A B B B A B A A A A A A,8.353126833333334
B B A B A B B B B B A A A B A B B B A B,7.928075466666669
B A B A A B B B A B A A B A B B A A A B,8.201558200000001
A B B B B A B A B A A A A B A B A A B B,8.109930700000001
A A A B A A A A A A A B A B A B A A A A,8.4517182
B B B B B B B B B B B A B B B A B A B A,8.052387833333334
A A B A A A A A A B A A A A A B B A A A,8.623345166666667
A A A A B A A B A A A B A B A A A A A A,8.656532699999996
A A A B A A B A A B B B B B B B A A B B,8.464430333333334
B B B A A B B B B A B B B B B B A B B B,7.7582853333333315
B A A A B A A B A A B B A A A B B B A A,8.548192766666666
A A A A A B A A B A A B A B A B B A A A,8.312122833333337
A A B A A A A B A A A B A B B B A A B A,8.152768466666668
A B B B A B A B A A B B A A B A B B A B,7.830680666666666
B B B B B B A B B B B B B A B B A A B B,7.816720799999999
A A A B A B B A B B B B B A B B B B B B,8.1528036
B A B B B B B B B A A B B B A B B B B B,7.839500633333332
A B A B B A B B A B B A A A A B B B B B,8.171922300000002
A B A A A A A A A A A A A A A A A B A B,8.673532866666667
B B B A A B B A B A A B A A B B A A B B,8.0790118
A A A B B A A A A A A B A B A A A A A A,8.6077359
A B B A B B B B A A B A B B A B B B A A,8.017433466666667
A A B A A B B A A A A A B B B B A B A A,8.808904799999999
B B B B B B A A B B A B B B B A A B B B,7.869479533333333
B B A B A B A A A B B A B A A B B A A A,8.076311299999999
A B B B A B B B B B B B B B B A B B B A,7.794291333333335
A A A A A A A A B B A A A A A B B B B B,8.9991383
A A B A A B A B A A B B B B A A A A B B,8.414306333333329
B B B A B B B A A B B B A B B A A B A A,8.115472366666665
A A A B A A A A A A A A A A A B A A A A,8.776611466666669
A A A B A B A A A A A A A A A B A A A A,8.67175156666667
B B A A A A B B B A B B A A B A A A B B,8.4529058
A A B B B A B B A B A B A A A B A A A A,8.726888499999998
B B A A A A A B A A A A A B A B A B A A,8.344823166666668
A B B A A A A A B B A B A A B B A B A A,8.331687633333333
B A A B A A B B A B A B A B B A A B A B,7.8920092
A B B A B B A B A B A A A A B B B B B A,8.353080600000002
A A A A A B A B A B A A A A A A A B B A,8.409224733333332
A B A A A A A B A B B A B B B A B B A A,8.366455933333333
A B B A B A B B A A B B B B A B A B B B,7.8178065
B A A B A B B A A A A A B A B B B B B A,8.307165066666668
B B B B A A B A B B A B A B B B B B A B,7.931986966666669
A A A B A A A A B A B A A A B B B A A B,8.4849839
B B B B A A B B B A B A A B A B B B B B,8.0904927
B B B A A A A B A A A A A A A A A B A A,8.555371466666669
B A A A A A A A A A A A A B A A A B A A,8.589943166666666
B A A A B A A B A A B B A A A A A A A A,8.361091400000001
A A B A B B B A B B A A B B A B B A B A,7.887746000000002
A A A A A A A A A A B B A A B A A A A A,8.3973478
B B B A B A B B B A B A B A A A A B B B,8.164191799999998
B B B A B B B B A B A B B B B B A B A A,7.881427
B B A B B A B B B B B B A A A B B B A B,7.979410599999998
A B A A B A A B A A B B A B A A A A A B,8.098542199999997
B A A A A B A A A A A A A A B B A A A B,8.561860000000003
A B A A A A A B B B B B B B B A B A B A,8.494251233333332
A B B B B A B A A B B B A B A A A B B A,8.045405733333332
B B B A B A B A B B A B A A A B A B A A,7.974049299999999
A A B A A A B A A A B B A A A A A A B A,8.141362566666661
B B B A A B B B B B B B B B B B A B A B,7.901181799999998
A B B B B B A B A A B A B B B B B B B B,7.711970666666668
B B B A A A B A B A B A A A B B A B A B,8.182178666666667
B B B A B A A A B B A B A A B B A B A A,8.147966066666667
B B B A B B A B B B B A B B B B B B B B,7.844094033333331
A B A B B A A A B B A B A A A A B A A B,8.123513866666665
A B B B B B B B A B B B A A B B B B B B,7.858529433333334
B A B B A A B B B A A A B B A A B A B A,8.02826476666667
B B A A B A A B B A B A B A A A A A B B,8.250293933333335
B B A B A B A B B A B B A B B B B B B B,7.77586413333333
B A B B B B B A A A A A A A B A B B A B,8.583774600000003
A B B A B A A A B B B A B A B B B A A B,8.109007866666666
A A A B B A B A A A B B B B A B A A B B,8.4007803
B B A B A A B A A A A A A A B A B A A A,8.386006800000004
B B B A B A A A A A A A A A A A A A A A,8.807533800000002
A A A B B B A A A B B B B B B A A A B B,8.709750533333333
A B B A A A A A B A B A A A A A B B A A,8.477128366666667
B A A A A A A A A B A A A A A A A B A A,8.541911933333331
A B B B B A B A A B A B B B B B B B A A,8.081382500000002
A A A B B A B B A A B A B B A A A A A B,8.4748009
B A B B A A A A A A B B A B A A A B A A,8.5171841
B A B A A A A A A B A B A A B B B A B B,8.426803666666668
A A B A B A B B A A A B B B B B A B A B,7.981529433333334
B A B B A B A B B B B B B A A A A B A B,8.282197133333334
B A B B B A B A B A A B A B A A A B A B,7.900151966666668
B A B A A B B A A A A B B B A B B B B A,8.345629566666664
B A A A A A A A A A B B A A A B A A B A,8.729469566666666
B B B A B A A A A A A B A B A A A B B B,8.584497766666667
B B A B B A B B A B A A A A A A A A A A,8.638839599999999
A A B A B A A A B A A A B A A B A B B B,8.079260466666664
A A A A A A B A A A B A A A A A A A A A,8.491714333333332
B B A B B B A B A A B A A B B B A B A B,7.769452066666668
A B A A A A A A B B A A A A A A A A A A,8.562307766666668
B B A A B B B A A B B A B A A A A B A B,8.18412793333333
A B A B A B A A B B B B B B A B A A B B,8.023392733333331
A A A A A A B A B A B A B A B A A B A A,8.273686466666668
B A A A B A A A B A A B B A A B B A A A,8.227246933333332
B A A B A A B B B B A A B A B B B B A A,8.222965999999998
A A A B A A B A B A A B A B A B A A A A,8.1328751
A B B B B A A B B A B B A A A A A B A A,8.475540633333335
B B A B B B B A B B B A B B B A B B B A,7.628563199999997
A B A B A A B A B A A A B B B A B A A B,8.0352449
A A A B B A A A A A A A A A A B A B A A,8.5606703
B A A B B B B B B B B B B B B A B B A B,7.909096533333331
A A A B A A A B A B A B A A B A B A A A,8.040182966666668
A B A A A B A B A A B A B A B A A B B A,7.956285900000001
B A A B B A A B A A A A B B B B B B A A,8.619232366666667
A B A B A A A B A B B A A A A B B A A A,8.599355633333332
B B B A B B A B A A B A A A A A A A A A,8.571480666666666
A A A A A A A A A B A A A A B A A B A A,8.2696068
B A B B B B B B A A B B B B B B B B B B,7.982322199999997
A A A A A B A A A A A A B A B B B A A B,8.597350466666667
A B A B A A A B A A A B B B A B B A A B,8.313661966666666
A A A A B B A A A A A A B A A A A A B A,8.664827933333333
A A A B A A B A A A A A A A A A A B A B,8.392045266666665
A B A A B B B B A B B A B B B A B A B B,7.606708133333337
A A A B B A A B A A A A B B A A A A B B,8.437317166666666
B A B A A B A A A B A A B A A A A B A B,8.025119533333335
B B B B B B B B A B B A B B B A A B B B,7.809723099999998
B B B B B B B A A A A A B B B B B A A B,8.442410666666667
B B A B B B A B B B B A B B B B B B B B,7.705486533333335
B B B B A A A B B B A A B B A B A B A B,8.161019733333335
A B A A B A A B A A B B B B B B B A A A,8.365922466666666
A A A A A A A A A B A B B A A B B A B A,8.527936633333338
A B A B A B B B A A B B B B B B B B A B,7.847641466666667
A B B A B A A B B A B A A B B A A A A A,8.2990935
A B A A A B B A A A A B B A A A B B A B,8.560898133333335
B B A A A B A B A B A B A B A B B A B B,7.666242766666668
A B A A A A A A A A A B A A A A B A B A,8.330424366666668
A B A A A A A A A A A A A A A A B A A A,8.454529166666665
B A A B B B A A B A B A A A A A A A A B,8.429232900000002
B A B B A A A A A B A A A B A A A B A A,8.403685266666665
B B B A B B A B B B A A B A B B B B B B,7.8207843
A B A B B B A A A A A B B B A A A A A A,8.706902366666666
B B B B A B B B A A A B A B B B A B A B,7.9983302
A B A A B A B B B B A B A A B B B B B B,7.984942566666666
B A A A B A A A A A B A B B A A A B B B,8.484431733333333
A A B A A A B A A B A A B B B A A B A B,8.308043533333334
B B A B A B A B B A B B B B A A A B A B,8.018544566666668
A A B B A A A B B B B A B A B B B B B A,8.263434833333331
B A A A B A B A A A B A A A A A A A B B,8.384321833333331
B A B B A A B B B A B B A A B B A B B A,7.690226533333332
B B B B B B B A B B B B B A B B B B A B,7.863011100000001
A B B B B A B B A B A B A B B A B A B B,7.755264533333333
B A A A A B A A A A A A B A A A A B A A,8.5259673
A A B A A A B A B A B A A A A A A A A A,8.630271433333334
B A A A B A A A B A B A B B A A A A A B,8.127458833333337
B B B A B A B A B B B A A A A A B A A B,8.21497163333333
A B B A A A B B B B A B A A A B B B A A,8.419711666666668
B B A B B A B A B A B B B B A B A B A A,7.741886433333333
A A A A A A A A B A A A B A A B A A A A,8.367377133333335
B B B B B B B B B A B B B B B B B B B B,7.6446474
B A A B B A A B B B A B B B B A B B A B,7.902061266666669
B A A A B B A A B A B A B A A A A A A A,8.320403033333331
B B A B A A B B B B B A B A B A A B B A,7.966777833333332
B B B A B A B B B A A A A A A A A A B A,8.640766666666668
B A B B B A B B A B B B A B B B B A B B,7.821705466666668
A B A A A A A A A B A A B A A A B A B B,8.346193933333335
B A B B A A B B A A B B B B A B B A B B,7.765215733333335
A B A A A A B A A A A B A A A A A B A B,8.233716233333334
A A A B A A A A B A A A A B B B A A A B,8.6923756
A B B B A B B B B B B B A B B B A B B B,7.645099800000001
A B B B B B B B A B A B A A A A B B A B,8.123584699999997
A B A A A A A A B A B A A A A A A A A A,8.453117466666669
B B A B B A A A B B B B B B B A B B A A,8.151985166666666
A B B A A B A B A A B B B B B B A B A B,8.147001300000001
A A A A B A A A A B A B A A B A A B A A,8.1825125
A A A B A A A A A A A A A A A A A A A B,8.70756953333333
A A A A B A A A A A A A A A A A A B A B,8.319754166666668
B B A B A B A B B B A B B B B B B A B B,7.701553299999999
A A B A A A B A A A B A A B A A A A A A,8.426816700000002
B B B B A B B B B A B B A B A B A A B B,7.957911066666668
A A A B B B A B A A B A B A B A B A B B,8.07558373333333
A B B A B B A B B B B A B B B B B B B B,7.766873466666667
A B B B B B B B A B B B A B B B B B B B,7.588891499999999
A A B B B B B A B B A B B A B B B A A A,7.900404366666669
A A B A B B B B B B A A B B A B A B B A,7.926085400000002
A A B B B A A A B A B A A A A A A A A B,8.572031033333335
B B A B B B A B B B B B B B B B A B A B,7.732370599999999
B A B B B B B B A B A B B A B B B B B A,7.671627633333337
A B B A B B B A A A A A A A B B B B B B,8.5000609
A B B B A B B A B B B B A B B B B A A A,7.754959299999996
A B A A B B A B B B A B B B B B B B B A,7.996846500000004
B B B B B B B B A B B B A B A B B B B B,7.651103266666668
A B B B A A A B B A B A B A B B A A A A,8.250561066666664
A A B B B A A B A B A A A A B B B B A B,8.231646933333336
B B B A B A A A B A A A A B A B B A B A,8.3572764
B A A B B A B A A B A A B B A A A B A B,7.91285526666667
A A B B B B B B A A B B B B B B B B B B,8.007781433333331
B A A A A A A A A A A A A A A B A B A A,8.481113933333333
A B B B A A B A B A A B B A A A B B B B,8.022142800000003
A A A B B B A B A A B A A B B A A A B A,8.281221300000004
A B A A B A A B A A A A B A B A B B A A,8.009127433333333
A B A B B B B B B A A B A B A B B B B B,7.853783266666669
B A B B B A B A A A A B B B B A A B A A,8.466375900000001
A A A A A A A B B B B A A A A A A A A A,9.0498337
B B B B A B B B B A B B B B A B B A B A,7.848889699999999
A B B B B B B B B B B A B A B B B B B B,7.669123399999998
A A B A B A B B A B B A B A B A B B B B,7.786139966666665
B B B A B B A B B B B B A B B B B B B B,7.885477999999997
B A A A A B B B B A B B B B B B B B B B,8.268309266666664
A A A B B B B B B B B B B B B A B A B B,8.184513100000004
B B A A A B B A A B A B B A B A B A A A,8.306871533333334
B A B B B B B A A A A B B B B B A B B B,8.188137233333334
B B B B A B B A A A B B B B B B A A B A,8.384151966666666
B B B B B B A B B B A A B A B B A A A A,8.422866933333337
A B B B B A B A B B A B B A B A B B B B,7.8527056
A B A A B A B A B A B A A A B A A A A A,8.046369300000002
A A B A A A A B A A A A A B A A B A B A,8.255749366666668
B B B A B B B B B B B B A B A B B A B B,7.759457700000006
B A A A A B A A A A A B A A A A A A A A,8.353226300000001
A A B B B B A A A B A B B A A A A B B B,8.443859533333331
A A B B A A A B A A B B A B B B A A A A,8.387070833333334
A B B B B B A A B A B A B A B B B B B B,7.906991033333332
A A B B B B A B B B B B B B B B B B B B,7.837302033333335
B A B A B B A B B B B B B B B B B B A B,7.655937833333333
A B A A A A A A A A A A A A A B A A A B,8.663274999999999
A A B B A A A B A B A A A A A A B B A A,8.1600962
A A B B B A B B B B A B B B B A A B B B,7.847374166666666
B B B B B A A B B B B A B B B A B B B B,7.839337799999999
A B B B B B A B B A B B B B B B A A A B,8.131467099999998
A A B B B A A A B B B A B A B B B B A A,8.513759266666666
A A A A A B A B A A B A A A A A A A A A,8.568581866666662
A A B A B B B A B A B B B A B B A B A B,8.073148866666669
A B A A B B B A A A B B B B A A A A B A,8.614390566666668
B A B B B B A B A A A A A A B A A B A A,8.359078033333333
B B A B A A B A A A B B A A A A B B A B,8.278120766666667
A B A B B A B B B B A B B B B A B A A B,7.814850199999999
B B B B B B B B B B B A B A B B B B B B,7.764585466666665
B B B B B B B A A B B A B B B B B B A A,7.794247633333331
A B B B B B A B A A B B B B B A B A A B,7.984344033333333
A A A B B A B A A A B B A A B A A B B B,8.418971633333333
A A B A A B B A A A A A A B A B A B B A,8.4492381
A A A A A A B A A A B A A B A B B A A A,8.493866566666664
B A A A B A B A A A A A A B A A A A A A,8.449686500000004
A B A B A A A A B A A B A A A B A A A A,8.340144133333334
A A B B A B A B A A B B A A A A A A A B,8.618389933333333
B B A A A B A B A A A A A A A A A B A A,8.504901233333335
A A B B A B B A B A A B B A B B A B A B,7.730921666666667
A A B B A B A B A B A B B A A A A B A B,8.0583667
B B A B B B B B B B A B B B A B B A A A,8.073367666666666
A A A A A A A B B A A B A B B B A A B A,8.5871292
A A B B B A A B A A B A B B B B B B A B,8.0249081
A B A B A A B B A B A A A A A B B A A B,8.157922766666664
B B A B B B B B B A B B B B B A B B A B,7.449876733333333
A A B B B A B A A A B A B A B B A A B A,7.965800966666665
B A A A A B A A A A A A B A A B A A A A,8.379014166666668
B A B B B B B A B B A B B B B A B A B A,7.554654133333333
A B B A A A B A B A B A A A B B B B A A,8.159188333333331
A A B A A A A A B A B A A A A A B A A A,8.435633600000003
A B A B B B A A B B B A A A A A A B B A,8.542761666666667
B B B B A B A A B B B A B A B B B B A B,7.8230748
B A B B B A B B B B B B A A B B B B B B,7.770880266666669
A B B A B B B A B B B B B B B A A B B B,7.779703433333333
B B A B B B B B A B B B B B B B A B B B,7.694771066666664
B B B B B A B B B B A A B B B A B A B B,7.836612199999999
A A B B B B B A A B B A B A B B B B B B,8.010283799999995
A B A B B B B B B A A B A B B B B B B B,7.957613933333331
B B B B A B A B A A A A B A B B B A B B,8.216981099999996
B B B B A A B B A B B A B B B A B A A A,7.980886566666664
A A A B A B A A A B B B A A A B A A A A,8.718220933333333
B A A B A A A B A A A A B A A B A A B A,8.187484200000002
A A B A A B A A B A A A B A A A A A A A,8.459001699999998
A B B B B B A A B A A A B A B B A B A B,8.267719500000002
A A B B A A A A A A B A A B A B A B A A,8.259954166666668
B B B A A A B B B B A B A B B A A A A B,8.311772566666665
B A B B B B A A A A B B B B B B A B B A,8.146154033333334
B A B B B A A A A B B A A A A B A A A A,8.5038946
A A A A A B A B B B B A B A A A B A A A,8.409972033333334
B A A B B A A B B B A B A B B B A B B B,7.953044233333335
B B A B B B B A A B A B A B A A B A B B,8.0324442
B B B B A A A B B B B B B B B B A B A A,8.552377299999998
B A B B A B B B B A B B B B B A B B B A,7.745853366666665
B A A A B A A A A A B B A A B A A A A A,8.355471133333335
B A A A A A A B B B B A B B A A A A A A,8.845320000000001
A A B B A A A A B A A B A B A B B A A A,8.204690733333335
B A A A B B B A B B A A A A A A B A A A,8.623759533333336
A A B A A B B B A A A A A B A A A B B A,8.523759933333336
B B A B A B B B B A B B B B B B B A A B,7.834953200000001
B B A B A A B A A A A A A B B A A A B B,8.445054
A A A A A B B A A A A A A B A A A A B A,8.56370233333333
B B A B B B B B A B B B B A A B A B B B,7.895974966666666
B A B B A A A A B B A B B B A B A B A B,8.13876566666667
B B B B B B B B B B A B B B B B B B B A,7.671196799999997
A B A A A B A B B A B A B A A A A A B A,8.323638233333334
A A A B B A B A B A B A B A B A A B A A,7.883356199999998
A B B A A A B B A B A B B B A B B A A B,8.1391232
B A B A B B A A A B A A A B A A A B B A,8.178869466666667
A A A A A B B B B B B B B B B A A A A A,8.863540666666662
B B B B B B A A B A A A B A A B A A B A,8.404899266666668
A A B A A A B A A A A A A B A A B A A A,8.24772883333333
A B A B A A A A B A B B B B B A A A B A,8.405155999999996
B A A B A B B B B B A B A A B A B A B A,7.93640236666667
A A A A A A A A A B A A B A B A A B A A,8.488048200000001
B B B B B B B A B B B B B B B A A A A B,8.347508100000004
B A B B B B A B A A B A B A A A B B B A,8.172486499999998
A A A A A B B A A A A A A A A A A A B A,8.571152933333332
B B B A A B A A A B B A B B A B A B B B,7.9218276
A A B B A B B A B B B A A B A B B B A A,8.160364299999998
A A B A A A A A A B B A B B B B A B A B,8.567390033333334
B A A B B B B A B B B A B A B A A A A A,8.193145566666667
A A B B A B B A A A A A A B B B A B A B,8.523267099999998
B A A A A A A B A B A A A A A A A A B A,8.4975812
B B B A B B B B B A B A B A B B B B B A,7.7633925333333345
A A A A A A A A B B B B B B A B A B A B,8.5992157
A A B B B B A B A B A B A B A A A B A B,8.0242033
B A A A B B A B A A A A A A A A B A A B,8.267698433333331
B A A A A A A A B A A B B B B A A A A A,8.568024099999997
A A B A A A A B A A B A A A A A B A B A,8.083240733333334
A A A B B A A A B B A A A B B B A A B B,8.378331099999999
A B A A A B A A A B B B B A B A B A B A,8.076969900000002
A A B B A A A A A A B A B A A A A A A B,8.294087633333335
A A A B A A A A A B A A B A A B A A A A,8.420475266666667
B A A A A A A A B A A A A B B A A A A A,8.6086104
A A A B A B A A B B A A A B B B B A A B,8.329709133333333
A B B B A B B B B B B B B B B B B B B A,7.824279366666666
B A A B B A A B A A A B A A B B A B A A,7.996895733333332
A A A A A B A A A A A A A A B B A A A A,8.843472299999998
A B A A B B A A B A B A B B A B A B B A,7.79127613333333
A A A B B B A B B A B B A B B B B B A A,7.900404366666669
B A B A B B A A A A A A B A A B A A B B,8.369287566666666
A B B A A B A A B B A A A A A B A B A B,8.132349666666666
A A B A A A A A A B A A A A A A B A A A,8.4969499
A A A B A B B B A B A A B B B B A A A B,8.336129299999998
