scattering_pattern,structure_type,num_atoms,num_atoms_2bins_5050,num_atoms_4bins,num_atoms_10bins,structure_type_cat
[ 0.    -0.01  -0.017 -0.025 -0.036 -0.044 -0.049 -0.057 -0.067 -0.072 -0.075 -0.084 -0.092 -0.091 -0.092 -0.103 -0.029  0.843  0.48  -0.085 -0.11  -0.106 -0.101 -0.102 -0.102 -0.097 -0.094 -0.071  0.155  0.087  0.078 -0.041 -0.044  0.157  0.026 -0.058 -0.056 -0.052 -0.049 -0.044 -0.041 -0.039 -0.031  0.095  0.151 -0.016 -0.027 -0.023 -0.022 -0.009  0.043 -0.002 -0.018 -0.018 -0.018 -0.015  0.035  0.055 -0.002  0.062  0.017 -0.015 -0.017 -0.017 -0.016 -0.016 -0.017 -0.016 -0.015 -0.015 -0.012  0.042  0.038 -0.011 -0.013  0.004  0.007 -0.01  -0.01  -0.008 -0.008 -0.008 -0.006 -0.006  0.002  0.023  0.015  0.019 -0.002 -0.003 -0.002 -0.003 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.001  0.009  0.011 -0.001  0.001  0.002 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.     0.     0.     0.     0.     0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001],HCP,16,0,0,1,3
[ 0.    -0.007 -0.01  -0.014 -0.022 -0.027 -0.029 -0.036 -0.042 -0.045 -0.048 -0.055 -0.059 -0.059 -0.064 -0.071 -0.071 -0.07  -0.077 -0.084 -0.054  0.569  0.782 -0.029 -0.087 -0.081 -0.082 -0.086 -0.083 -0.08 -0.081 -0.081 -0.077 -0.074 -0.05   0.172  0.065  0.056  0.027 -0.058 -0.043  0.136  0.076 -0.044 -0.046 -0.044 -0.04  -0.037 -0.035 -0.033 -0.029 -0.027 -0.027 -0.011  0.156  0.098 -0.015 -0.019 -0.017 -0.015 -0.016 -0.011  0.037  0.02  -0.013 -0.014 -0.014 -0.014 -0.014 -0.012  0.041  0.049 -0.01   0.018  0.06  -0.006 -0.015 -0.015 -0.015 -0.015 -0.015 -0.014 -0.014 -0.014 -0.013 -0.013 -0.012 -0.011  0.003  0.061  0.01  -0.008 -0.008 -0.005  0.014  0.002 -0.005 -0.005 -0.005 -0.004 -0.004 -0.003 -0.003 -0.003 -0.002  0.007  0.022  0.007  0.022  0.004 -0.002 -0.002 -0.002 -0.002 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.003 -0.001  0.011  0.001 -0.003 -0.001  0.001 -0.002 -0.002 -0.002 -0.002 -0.002],HCP,16,0,0,1,3
[ 0.    -0.011 -0.019 -0.028 -0.04  -0.049 -0.055 -0.065 -0.075 -0.079 -0.084 -0.095 -0.1   -0.098 -0.101  0.052  0.973  0.259 -0.1   -0.114 -0.117 -0.111 -0.107 -0.109 -0.107 -0.081  0.141  0.097  0.069 -0.053 -0.006  0.159 -0.032 -0.065 -0.06  -0.056 -0.051 -0.047 -0.044 -0.034  0.097  0.146 -0.018 -0.028 -0.024 -0.02   0.019  0.03  -0.015 -0.018 -0.018 -0.015  0.03   0.063  0.004  0.068  0.011 -0.016 -0.017 -0.017 -0.017 -0.017 -0.017 -0.017 -0.017 -0.015  0.036  0.04  -0.013 -0.014  0.007 -0.001 -0.013 -0.012 -0.011 -0.011 -0.01  -0.008 -0.002  0.022  0.016  0.019 -0.002 -0.004 -0.002 -0.002 -0.002 -0.001 -0.    -0. -0.     0.     0.009  0.015  0.001  0.004  0.003 -0.    -0.001 -0.001 -0.001 -0.001 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001 -0.001 -0.  0.     0.     0.     0.001  0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.002],HCP,16,0,0,1,3
[ 0.    -0.007 -0.014 -0.022 -0.028 -0.034 -0.042 -0.048 -0.053 -0.058 -0.066 -0.07  -0.072 -0.078 -0.084 -0.084 -0.083 -0.092 -0.019  0.844  0.487 -0.073 -0.099 -0.095 -0.089 -0.092 -0.093 -0.087 -0.084 -0.086 -0.075  0.095  0.142  0.046  0.034 -0.058 -0.014  0.171  0.001 -0.05 -0.05  -0.048 -0.043 -0.04  -0.039 -0.036 -0.033 -0.027  0.088  0.158 -0.011 -0.025 -0.021 -0.02  -0.02   0.004  0.042 -0.01  -0.018 -0.016 -0.015 -0.016 -0.004  0.07   0.015  0.002  0.067  0.007 -0.014 -0.015 -0.014 -0.014 -0.014 -0.014 -0.013 -0.013 -0.013 -0.013 -0.011  0.023  0.055 -0.005 -0.011 -0.008  0.012  0.002 -0.008 -0.008 -0.007 -0.007 -0.006 -0.006 -0.005 -0.005  0.008  0.02   0.012  0.018 -0.001 -0.003 -0.003 -0.003 -0.002 -0.003 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002  0.001  0.014  0.003 -0.001  0.002  0.001 -0.001 -0.002 -0.002 -0.001 -0.001 -0.002 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.001 -0.    -0.    -0.     0.   ],HCP,16,0,0,1,3
[ 0.    -0.007 -0.016 -0.024 -0.03  -0.038 -0.047 -0.052 -0.057 -0.066 -0.071 -0.074 -0.081 -0.088 -0.087 -0.088 -0.098 -0.042  0.781  0.561 -0.074 -0.106 -0.1   -0.095 -0.098 -0.098 -0.093 -0.09  -0.089 -0.03  0.207  0.046  0.075 -0.049 -0.045  0.16   0.043 -0.055 -0.057 -0.053 -0.047 -0.046 -0.044 -0.039 -0.037 -0.018  0.178  0.091 -0.024 -0.029 -0.026 -0.023 -0.013  0.044  0.001 -0.02  -0.022 -0.02  -0.018 -0.002  0.082  0.013  0.017  0.076 -0.006 -0.017 -0.018 -0.019 -0.018 -0.017 -0.018 -0.018 -0.017 -0.016 -0.016  0.017  0.081 -0.001 -0.014 -0.009  0.016 -0.001 -0.011 -0.011 -0.011 -0.011 -0.009 -0.009 -0.009 -0.002  0.034  0.016  0.034  0.003 -0.006 -0.006 -0.006 -0.005 -0.006 -0.006 -0.005 -0.005 -0.006 -0.005 -0.004  0.014  0.029 -0.002 -0.001  0.007 -0.003 -0.004 -0.005 -0.005 -0.004 -0.004 -0.005 -0.004 -0.004 -0.002  0.01   0.011  0.008 -0.003 -0.003 -0.002 -0.002 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001],HCP,20,0,0,2,3
[ 0.    -0.008 -0.022 -0.033 -0.039 -0.05  -0.063 -0.069 -0.073 -0.086 -0.095 -0.094 -0.1   -0.114 -0.069  0.71   0.63  -0.087 -0.123 -0.117 -0.117 -0.118 -0.114 -0.111 -0.083  0.164  0.096  0.054 -0.072  0.058  0.124 -0.064 -0.075 -0.065 -0.06  -0.059 -0.053 -0.043  0.027  0.203  0.008 -0.031 -0.031 -0.027  0.014  0.036 -0.019 -0.021 -0.019 -0.016  0.053  0.059  0.023  0.077 -0.006 -0.018 -0.019 -0.021 -0.02  -0.02 -0.022 -0.022 -0.019  0.022  0.074 -0.011 -0.019  0.005 -0.    -0.018 -0.018 -0.017 -0.016 -0.015 -0.014  0.006  0.032  0.031  0.013 -0.008 -0.008 -0.008 -0.006 -0.005 -0.005 -0.005 -0.003 -0.003  0.011  0.037  0.004  0.007  0.007 -0.002 -0.003 -0.003 -0.003 -0.004 -0.004 -0.004 -0.001  0.012  0.013  0.001 -0.005 -0.006 -0.006 -0.005 -0.005 -0.005 -0.005 -0.004 -0.004 -0.002  0.006 -0.     0.    -0.001 -0.001 -0.001 -0.001 -0.     0.     0.     0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002],HCP,20,0,0,2,3
[ 0.    -0.012 -0.02  -0.028 -0.041 -0.05  -0.056 -0.065 -0.076 -0.082 -0.086 -0.094 -0.104 -0.104 -0.095  0.26   0.972  0.046 -0.113 -0.112 -0.116 -0.117 -0.112 -0.107 -0.105 -0.019  0.197  0.066  0.014 -0.067  0.12   0.066 -0.067 -0.068 -0.063 -0.058 -0.054 -0.049 -0.043  0.027  0.206  0.009 -0.031 -0.028 -0.027  0.002  0.044 -0.014 -0.022 -0.021 -0.018  0.021  0.082  0.005  0.077  0.02  -0.019 -0.02  -0.02  -0.02 -0.021 -0.021 -0.021 -0.021 -0.016  0.059  0.043 -0.017 -0.016  0.012 -0.006 -0.017 -0.017 -0.016 -0.015 -0.014 -0.012  0.009  0.032  0.031  0.014 -0.007 -0.007 -0.007 -0.005 -0.005 -0.005 -0.004 -0.003 -0.003  0.002  0.036  0.011  0.001  0.009 -0.002 -0.004 -0.004 -0.004 -0.004 -0.005 -0.005 -0.005  0.004  0.013  0.01  -0.003 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004 -0.004 -0.004 -0.003 -0.     0.007  0.     0.002 -0.    -0.001 -0.     0.     0.     0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002],HCP,20,0,0,2,3
[ 0.    -0.009 -0.022 -0.032 -0.039 -0.05  -0.061 -0.067 -0.074 -0.086 -0.092 -0.093 -0.102 -0.113 -0.084  0.557  0.776 -0.062 -0.121 -0.115 -0.116 -0.118 -0.114 -0.111 -0.097  0.109  0.132  0.068 -0.054 -0.003  0.164 -0.042 -0.072 -0.064 -0.062 -0.059 -0.051 -0.047 -0.023  0.182  0.076 -0.029 -0.033 -0.028 -0.01   0.046 -0.006 -0.02  -0.02  -0.02  0.009  0.088  0.009  0.071  0.031 -0.017 -0.021 -0.02  -0.019 -0.021 -0.022 -0.02  -0.02  -0.015  0.067  0.033 -0.018 -0.014  0.013 -0.011 -0.019 -0.018 -0.015 -0.015 -0.016 -0.011  0.023  0.026  0.034  0.001 -0.008 -0.008 -0.006 -0.005 -0.005 -0.005 -0.003 -0.004 -0.003  0.021  0.031 -0.     0.008  0.004 -0.003 -0.004 -0.003 -0.003 -0.004 -0.005 -0.004  0.     0.012  0.012 -0.    -0.005 -0.006 -0.005 -0.005 -0.005 -0.005 -0.004 -0.005 -0.004 -0.001  0.007 -0.     0.001 -0.    -0.001 -0.001 -0.     0.     0.     0.001  0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002],HCP,20,0,0,2,3
[ 0.    -0.008 -0.016 -0.023 -0.031 -0.038 -0.045 -0.051 -0.058 -0.065 -0.069 -0.074 -0.081 -0.085 -0.084 -0.09  -0.098 -0.063  0.638  0.71 -0.057 -0.104 -0.097 -0.094 -0.099 -0.098 -0.091 -0.089 -0.09  -0.061  0.18   0.078  0.078 -0.028 -0.059  0.108  0.106 -0.051 -0.057 -0.052 -0.049 -0.046 -0.043 -0.04  -0.038 -0.031  0.1    0.169 -0.015 -0.028 -0.025 -0.024 -0.022  0.025  0.027 -0.019 -0.021 -0.02  -0.019 -0.017  0.05   0.057 -0.007  0.066  0.03  -0.015 -0.019 -0.019 -0.017 -0.017 -0.019 -0.017 -0.016 -0.017 -0.017 -0.011  0.062  0.045 -0.012 -0.013 -0.001  0.016 -0.009 -0.011 -0.011 -0.01  -0.01  -0.01  -0.009 -0.008  0.009  0.033  0.019  0.029 -0.004 -0.007 -0.006 -0.005 -0.006 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004  0.023  0.021 -0.003  0.001  0.006 -0.004 -0.005 -0.005 -0.004 -0.004 -0.005 -0.004 -0.004 -0.004 -0.001  0.011  0.011  0.006 -0.002 -0.003 -0.003 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001],HCP,20,0,0,2,3
[ 0.    -0.011 -0.02  -0.029 -0.04  -0.051 -0.058 -0.066 -0.076 -0.084 -0.088 -0.094 -0.104 -0.108 -0.091  0.401  0.894 -0.019 -0.118 -0.113 -0.115 -0.117 -0.114 -0.109 -0.102  0.041  0.171  0.069 -0.023 -0.047  0.162  0.003 -0.07  -0.066 -0.063 -0.058 -0.052 -0.049 -0.04   0.107  0.158 -0.022 -0.033 -0.028 -0.022  0.03   0.02  -0.019 -0.021 -0.021 -0.014  0.067  0.044  0.029  0.073 -0.01  -0.02  -0.019 -0.02  -0.021 -0.021 -0.02  -0.021 -0.02   0.013  0.079 -0.006 -0.019  0.001  0.006 -0.017 -0.017 -0.016 -0.016 -0.015 -0.013 -0.005  0.033  0.025  0.029 -0.006 -0.008 -0.006 -0.005 -0.006 -0.005 -0.004 -0.004 -0.004 -0.001  0.031  0.02  -0.     0.01   0.    -0.004 -0.003 -0.004 -0.004 -0.004 -0.004 -0.005  0.001  0.013  0.012 -0.003 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004 -0.005 -0.004 -0.003 -0.001  0.007  0.     0.002 -0.001 -0.001 -0.    -0.    -0.     0.001  0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002],HCP,20,0,0,2,3
[ 0.    -0.008 -0.022 -0.034 -0.04  -0.05  -0.064 -0.07  -0.074 -0.086 -0.097 -0.097 -0.099 -0.112 -0.04   0.843  0.475 -0.099 -0.124 -0.12 -0.117 -0.118 -0.115 -0.11  -0.05   0.191  0.075  0.025 -0.07   0.118  0.059 -0.069 -0.074 -0.068 -0.059 -0.056 -0.054 -0.041  0.109  0.154 -0.025 -0.032 -0.028 -0.021  0.039  0.01  -0.02  -0.021 -0.019  0.001  0.086  0.017  0.067  0.04  -0.018 -0.02  -0.019 -0.02  -0.021 -0.021 -0.02  -0.021 -0.011  0.075  0.021 -0.019 -0.009  0.011 -0.015 -0.019 -0.018 -0.017 -0.016 -0.015 -0.007  0.031  0.025  0.027 -0.007 -0.009 -0.008 -0.007 -0.006 -0.005 -0.004 -0.004 -0.003  0.004  0.038  0.01  0.004  0.01  -0.002 -0.003 -0.002 -0.003 -0.004 -0.003 -0.003 -0.002  0.011  0.014  0.003 -0.005 -0.005 -0.005 -0.005 -0.006 -0.005 -0.005 -0.005 -0.005 -0.002  0.006 -0.001  0.    -0.001 -0.002 -0.002 -0.001 -0.001 -0.     0.     0.001  0.001  0.001  0.002  0.002  0.002  0.002  0.002  0.002  0.002  0.002],HCP,20,0,0,2,3
[ 0.    -0.007 -0.019 -0.029 -0.035 -0.044 -0.056 -0.062 -0.066 -0.076 -0.085 -0.085 -0.09  -0.101 -0.104 -0.088  0.333  0.94   0.015 -0.107 -0.105 -0.111 -0.11  -0.104 -0.102 -0.104 -0.085  0.131  0.119  0.073 -0.036 -0.045  0.164  0.02  -0.062 -0.06  -0.058 -0.054 -0.048 -0.045 -0.043 -0.019  0.183  0.081 -0.027 -0.029 -0.028 -0.023  0.026  0.026 -0.02  -0.022 -0.021 -0.019  0.015  0.082  0.001  0.062  0.039 -0.018 -0.021 -0.02  -0.019 -0.02  -0.021 -0.02  -0.019 -0.02  -0.01   0.073  0.029 -0.016 -0.014  0.013 -0.002 -0.014 -0.014 -0.013 -0.012 -0.011 -0.011 -0.006  0.03   0.023  0.035  0.002 -0.006 -0.006 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.003  0.023  0.024 -0.003  0.005  0.003 -0.004 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005  0.002  0.012  0.011 -0.001 -0.004 -0.004 -0.004 -0.004 -0.003 -0.003 -0.002 -0.002 -0.002 -0.001  0.002  0.008  0.001  0.003  0.001  0.     0.  0.001  0.001  0.001  0.001],HCP,20,0,0,2,3
[ 0.    -0.008 -0.019 -0.027 -0.035 -0.044 -0.053 -0.059 -0.066 -0.075 -0.08  -0.083 -0.091 -0.099 -0.096 -0.095  0.098  0.993  0.2   -0.096 -0.108 -0.112 -0.105 -0.102 -0.105 -0.102 -0.092  0.003  0.196  0.054  0.037 -0.067  0.05   0.145 -0.047 -0.064 -0.058 -0.052 -0.051 -0.049 -0.042 -0.037  0.026  0.207  0.016 -0.029 -0.028 -0.026 -0.019  0.039  0.009 -0.02  -0.022 -0.022 -0.018  0.028  0.075 -0.003  0.069  0.029 -0.019 -0.02  -0.02  -0.02  -0.02  -0.02  -0.019 -0.019 -0.019 -0.012  0.065  0.039 -0.014 -0.015  0.009  0.004 -0.013 -0.014 -0.012 -0.011 -0.011 -0.011 -0.008  0.017  0.029  0.031  0.015 -0.006 -0.007 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005  0.003  0.035  0.005 -0.001  0.008 -0.003 -0.005 -0.005 -0.005 -0.006 -0.005 -0.005 -0.005 -0.004  0.006  0.011  0.009 -0.003 -0.004 -0.004 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.001  0.003  0.008  0.001  0.003  0.001  0.     0.     0.001  0.   ],HCP,20,0,0,2,3
[ 0.    -0.008 -0.019 -0.029 -0.036 -0.044 -0.056 -0.063 -0.067 -0.076 -0.085 -0.088 -0.09  -0.1   -0.107 -0.084  0.481  0.84  -0.038 -0.113 -0.106 -0.109 -0.112 -0.106 -0.101 -0.102 -0.068  0.181  0.081  0.067 -0.059 -0.005  0.172 -0.028 -0.065 -0.059 -0.056 -0.054 -0.049 -0.044 -0.04   0.027  0.208  0.013 -0.03  -0.027 -0.027 -0.015  0.045 -0. -0.021 -0.021 -0.021 -0.016  0.06   0.047  0.012  0.079 -0.003 -0.019 -0.019 -0.021 -0.021 -0.019 -0.02  -0.021 -0.02  -0.017  0.029  0.071 -0.009 -0.017  0.001  0.011 -0.013 -0.015 -0.013 -0.012 -0.012 -0.011 -0.009  0.015  0.03   0.031  0.015 -0.006 -0.007 -0.006 -0.005 -0.005 -0.005 -0.004 -0.005 -0.005 -0.004  0.014  0.032 -0.001  0.003  0.006 -0.004 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.     0.012  0.011  0.    -0.004 -0.004 -0.004 -0.004 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002  0.002  0.008  0.001  0.003  0.001  0.     0.     0.001  0.001  0.001  0.001  0.001],HCP,20,0,0,2,3
[ 0.    -0.008 -0.014 -0.021 -0.029 -0.035 -0.041 -0.049 -0.055 -0.058 -0.065 -0.072 -0.074 -0.077 -0.085 -0.087 -0.084 -0.088  0.031  0.941  0.34  -0.079 -0.099 -0.099 -0.091 -0.091 -0.095 -0.09  -0.085 -0.087 -0.067  0.162  0.096  0.068 -0.005 -0.061  0.04   0.162 -0.034 -0.054 -0.051 -0.049 -0.045 -0.043 -0.04  -0.037 -0.035 -0.016  0.176  0.094 -0.023 -0.027 -0.025 -0.023 -0.019  0.031  0.022 -0.018 -0.02  -0.02 -0.018 -0.016  0.031  0.072 -0.007  0.042  0.058 -0.013 -0.018 -0.017 -0.017 -0.017 -0.017 -0.016 -0.016 -0.017 -0.016 -0.015 -0.002  0.078  0.021 -0.012 -0.013  0.002  0.015 -0.009 -0.012 -0.01  -0.009 -0.01 -0.009 -0.008 -0.008 -0.     0.034  0.014  0.034  0.003 -0.005 -0.005 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004 -0.005 -0.005 -0.001  0.029  0.013 -0.004  0.003  0.005 -0.004 -0.004 -0.004 -0.005 -0.004 -0.004 -0.004 -0.004 -0.004 -0.003  0.007  0.01   0.011 -0.001 -0.003 -0.002 -0.002 -0.002 -0.002],HCP,20,0,0,2,3
[ 0.    -0.008 -0.017 -0.025 -0.033 -0.04  -0.048 -0.056 -0.061 -0.067 -0.075 -0.081 -0.082 -0.088 -0.096 -0.096 -0.085  0.269  0.973  0.056 -0.099 -0.098 -0.104 -0.104 -0.098 -0.096 -0.096 -0.092 -0.051  0.191  0.064  0.079 -0.046 -0.047  0.162  0.037 -0.058 -0.059 -0.053 -0.048 -0.047 -0.045 -0.04  -0.035  0.026  0.208  0.018 -0.027 -0.027 -0.026 -0.023  0.02   0.032 -0.019 -0.022 -0.02  -0.02  -0.014  0.067  0.039  0.003  0.078  0.005 -0.018 -0.019 -0.02  -0.018 -0.018 -0.019 -0.018 -0.017 -0.018 -0.015  0.036  0.069 -0.009 -0.015 -0.003  0.017 -0.009 -0.012 -0.011 -0.011 -0.011 -0.009 -0.009 -0.008  0.021  0.027  0.03  0.015 -0.005 -0.006 -0.007 -0.006 -0.005 -0.006 -0.006 -0.005 -0.005 -0.006 -0.004  0.017  0.027 -0.003  0.001  0.006 -0.004 -0.005 -0.004 -0.005 -0.005 -0.004 -0.004 -0.005 -0.004  0.003  0.011  0.011  0.001 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001 -0.     0.004  0.007  0.001],HCP,20,0,0,2,3
[ 0.    -0.008 -0.019 -0.029 -0.035 -0.044 -0.055 -0.06  -0.066 -0.076 -0.083 -0.084 -0.091 -0.101 -0.1   -0.091  0.203  0.993  0.094 -0.101 -0.106 -0.112 -0.108 -0.102 -0.104 -0.104 -0.091  0.065  0.165  0.063 -0.002 -0.063  0.116  0.084 -0.058 -0.063 -0.059 -0.052 -0.049 -0.048 -0.044 -0.033  0.105  0.163 -0.018 -0.03  -0.028 -0.025 -0.002  0.045 -0.012 -0.021 -0.02  -0.021 -0.013  0.072  0.033  0.018  0.076 -0.007 -0.02  -0.019 -0.02  -0.021 -0.02  -0.019 -0.02  -0.02  -0.017  0.02  0.078 -0.005 -0.016 -0.004  0.014 -0.011 -0.013 -0.013 -0.013 -0.011 -0.01  -0.01   0.002  0.036  0.023  0.029 -0.004 -0.006 -0.006 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.001  0.031  0.014 -0.003  0.007 -0.    -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005  0.004  0.012  0.01  -0.002 -0.004 -0.004 -0.004 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.001  0.003  0.008  0.001  0.003  0.001  0.  0.     0.001  0.001  0.001],HCP,20,0,0,2,3
[ 0.    -0.01  -0.016 -0.024 -0.035 -0.042 -0.047 -0.057 -0.066 -0.069 -0.074 -0.084 -0.088 -0.087 -0.095 -0.104 -0.075  0.561  0.779 -0.05 -0.108 -0.101 -0.102 -0.105 -0.101 -0.097 -0.097 -0.09   0.042  0.184  0.052  0.025 -0.064  0.049  0.148 -0.044 -0.059 -0.056 -0.052 -0.049 -0.046 -0.042 -0.039 -0.017  0.18   0.086 -0.025 -0.029 -0.028 -0.023  0.004  0.042 -0.015 -0.02  -0.02  -0.022 -0.016  0.056  0.051 -0.002  0.077  0.012 -0.019 -0.019 -0.019 -0.019 -0.019 -0.019 -0.018 -0.018 -0.018 -0.015  0.046  0.06  -0.011 -0.015  0.     0.014 -0.011 -0.013 -0.012 -0.011 -0.011 -0.01  -0.009 -0.004  0.032  0.02   0.036  0.002 -0.006 -0.006 -0.006 -0.006 -0.005 -0.005 -0.006 -0.005 -0.005 -0.005  0.001  0.033  0.007 -0.003  0.007 -0.001 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004 -0.001  0.011  0.012  0.003 -0.003 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001  0.003  0.008  0.001  0.003  0.001],HCP,20,0,0,2,3
[ 0.    -0.011 -0.019 -0.028 -0.039 -0.048 -0.055 -0.065 -0.073 -0.078 -0.084 -0.094 -0.097 -0.097 -0.105 -0.012  0.896  0.401 -0.094 -0.118 -0.117 -0.109 -0.108 -0.112 -0.107 -0.092  0.086  0.146  0.072 -0.029 -0.047  0.163  0.013 -0.066 -0.064 -0.059 -0.055 -0.052 -0.047 -0.041  0.028  0.206  0.011 -0.03  -0.028 -0.027 -0.007  0.047 -0.009 -0.022 -0.02  -0.02  -0.005  0.083  0.018  0.046  0.056 -0.016 -0.02  -0.02 -0.02  -0.02  -0.021 -0.021 -0.02  -0.02  -0.002  0.081  0.009 -0.017 -0.008  0.014 -0.011 -0.016 -0.015 -0.014 -0.013 -0.012 -0.01   0.012  0.032  0.031  0.015 -0.006 -0.007 -0.006 -0.005 -0.005 -0.005 -0.004 -0.004 -0.004 -0.002  0.027  0.022 -0.002  0.008  0.001 -0.004 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004  0.009  0.012  0.005 -0.005 -0.005 -0.005 -0.004 -0.004 -0.004 -0.003 -0.003 -0.003 -0.002  0.001  0.008  0.001  0.002  0.001 -0.     0.     0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001],HCP,20,0,0,2,3
[ 0.    -0.01  -0.017 -0.025 -0.036 -0.044 -0.049 -0.057 -0.067 -0.072 -0.075 -0.084 -0.092 -0.091 -0.092 -0.103 -0.03   0.843  0.48  -0.085 -0.111 -0.107 -0.102 -0.104 -0.103 -0.098 -0.095 -0.072  0.164  0.092  0.077 -0.043 -0.045  0.165  0.028 -0.061 -0.058 -0.055 -0.052 -0.047 -0.044 -0.043 -0.034  0.105  0.165 -0.018 -0.03  -0.026 -0.025 -0.011  0.046 -0.004 -0.021 -0.021 -0.021 -0.018  0.041  0.065 -0.003  0.073  0.02  -0.018 -0.02  -0.02  -0.019 -0.019 -0.02  -0.019 -0.018 -0.019 -0.015  0.056  0.05  -0.014 -0.016  0.006  0.01  -0.013 -0.013 -0.011 -0.011 -0.011 -0.01  -0.009  0.003  0.035  0.022  0.029 -0.004 -0.006 -0.006 -0.006 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.004  0.02  0.026 -0.003  0.003  0.005 -0.004 -0.006 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.003  0.009  0.012  0.007 -0.004 -0.004 -0.003 -0.003 -0.003 -0.002 -0.002 -0.002 -0.001 -0.001 -0.001  0.003  0.008  0.001  0.003  0.001  0.     0.   ],HCP,20,0,0,2,3
[ 0.    -0.007 -0.01  -0.014 -0.022 -0.027 -0.029 -0.035 -0.042 -0.045 -0.048 -0.055 -0.059 -0.059 -0.064 -0.071 -0.071 -0.07  -0.077 -0.084 -0.054  0.569  0.782 -0.03  -0.088 -0.081 -0.083 -0.087 -0.084 -0.081 -0.082 -0.082 -0.078 -0.076 -0.051  0.181  0.069  0.056  0.026 -0.06 -0.045  0.143  0.079 -0.045 -0.048 -0.046 -0.042 -0.039 -0.038 -0.036 -0.032 -0.029 -0.029 -0.013  0.171  0.107 -0.017 -0.022 -0.019 -0.018 -0.018 -0.013  0.039  0.02  -0.015 -0.016 -0.016 -0.016 -0.017 -0.013  0.049  0.057 -0.012  0.022  0.071 -0.007 -0.017 -0.017 -0.017 -0.017 -0.017 -0.017 -0.016 -0.016 -0.016 -0.015 -0.014 -0.014  0.004  0.08  0.013 -0.01  -0.01  -0.007  0.018  0.002 -0.008 -0.008 -0.007 -0.006 -0.006 -0.006 -0.005 -0.005 -0.004  0.01   0.034  0.009  0.034  0.005 -0.004 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.005 -0.006 -0.006 -0.006 -0.006  0.     0.029  0.004 -0.005 -0.001  0.005 -0.004 -0.005 -0.004 -0.004 -0.004],HCP,20,0,0,2,3
