,SMILES,Free energy of activation (kcal/mol),E_bin,smiles_lenght
702,c1cc(C(=O)OC)ccc1c2nnc(C(=O)OC)nn2,10.776212057044374,0,34
703,c1cc(O)ccc1c2nnc(c1cc(O)ccc1)nn2,15.370832955001074,1,32
704,c1(O)ccccc1c2nnc(CC)nn2,15.461821760056706,1,23
705,c1cncnc1c2nnc(I)nn2,12.971866047994023,0,19
706,c1cc(C(=O)OC)ccc1c2nnc(Br)nn2,13.892421751095387,0,29
707,COC(=C)c2nnc(c1ncncn1)nn2,10.849003101003271,0,25
708,O=N(=O)c2nnc(NC)nn2,15.8552699030621,1,19
709,c1cc(C(=O)[O-])ccc1c2nnc(c1cc(O)ccc1)nn2,14.887023516081143,1,40
710,c1c(O)cccc1c2nnc(I)nn2,15.177560183061004,1,22
711,c1cncnc1c2nnc(c1ncccc1)nn2,11.119459480033832,0,26
712,c1cc(C(=O)OC)ccc1c2nnc(C(F)(F)F)nn2,11.146442367037046,0,35
713,FC(F)c2nnc(N(C)C)nn2,19.200520382034217,1,20
714,c1cc(OC)ccc1c2nnc(c1cc(O)ccc1)nn2,15.490059664985411,1,33
715,c1cc(O)ccc1c2nnc(NC)nn2,21.77016973696703,1,23
716,c1cc(N(=O)=O)ccc1c2nnc(/C=C/c1ccccc1)nn2,15.309337073084995,1,40
717,c1cc(NC(=O)C)ccc1c2nnc(C(F)(F)F)nn2,12.367574881092922,0,35
718,c1cc(C(F)(F)F)ccc1c2nnc(CF)nn2,13.015164168956046,0,30
719,n1cccnc1c2nncnn2,12.51190195101389,0,16
720,s1cccc1c2nnc(C(OC)=C)nn2,13.959565213997204,0,24
721,Nc2nnc(F)nn2,18.799542131012167,1,12
722,O=N(=O)c2nnc(c1ccccc1)nn2,8.529729837009036,0,25
723,c1cc(OC)ccc1c2nnc(c1ccc(OC)cc1)nn2,16.65973644102852,1,34
724,c1ccccc1/C=C/c2nnc(CF)nn2,14.47349508505511,1,25
725,c1cc(C(=O)OC)ccc1c2nnc(c1ncncn1)nn2,11.952791432070056,0,35
726,O=N(=O)c2nnc(c1ccc(N)cc1)nn2,11.797169199963587,0,28
727,c1occc1c2nncnn2,14.69563327099364,1,15
728,c1(NC)ccccc1c2nnc(c1ccccc1)nn2,15.540887894071105,1,30
729,c1cc(C(F)(F)F)ccc1c2nnc(N)nn2,21.009628828961045,1,29
730,c1cc(C(=O)O)ccc1c2nnc(N(C)C)nn2,21.44951263799188,1,31
731,c1cc(C(F)(F)F)ccc1c2nnc(F)nn2,12.69764461497297,0,29
732,c1cc(OC)ccc1c2nnc(C(F)(F)F)nn2,12.595988157015611,0,30
733,c1cc([O-])ccc1c2nnc(c1ncncn1)nn2,17.324895980989965,1,32
734,c1cc(O)ccc1c2nnc(c1ccncc1)nn2,14.90333875003995,1,29
735,CC(=O)c2nnc(c1ncncn1)nn2,9.30909601503883,0,24
736,CC(=O)c2nnc(c1ccccc1)nn2,12.184342252984823,0,24
737,c1cc(C(F)(F)F)ccc1c2nnc(C(F)(F)F)nn2,10.906733928928857,0,36
738,c1cc(N)ccc1c2nnc(CF)nn2,15.328162342966127,1,23
739,c1cc(N)ccc1c2nnc(C(C)=C)nn2,17.097110213994352,1,27
740,n1cccnc1c2nnc(c1ccncc1)nn2,12.049427817968752,0,26
741,Nc2nnc(CC)nn2,22.609149270024663,1,13
742,c1sccc1c2nnc(c1c(O)cccc1)nn2,14.758384171049228,1,28
743,NC(=O)c2nnc(F)nn2,10.74671913397616,0,17
744,c1cc(C(=O)N)ccc1c2nnc(N(=O)=O)nn2,8.107416280076523,0,33
745,O=N(=O)c2nnc(c1ncccc1)nn2,7.165525271029025,0,25
746,c1cc(NC(=O)C)ccc1c2nnc(c1ccc(O)cc1)nn2,15.799421602060423,1,38
747,FC(F)(F)c2nnc(c1cc(O)ccc1)nn2,11.755753605996814,0,29
748,CC(=O)Nc2nnc(C=C)nn2,15.270431514969204,1,20
749,c1(NC)ccccc1c2nnc(c1ccc(N(=O)=O)cc1)nn2,14.81611499890347,1,39
750,CNc2nnc(F)nn2,18.219723815049274,1,13
751,c1c(O)cccc1c2nnc(c1ncncn1)nn2,12.096490993063949,0,29
752,NC(=O)c2nnc(c1cc(O)ccc1)nn2,11.98291186399401,0,27
753,FCc2nnc(c1ccncc1)nn2,12.634266206061646,0,20
754,c1cc(OC)ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2,15.85087734007319,1,39
755,COc2nnc(c1c(O)cccc1)nn2,16.136393934994384,1,23
756,c1cc(N)ccc1c2nnc(c1sccc1)nn2,17.227004577094437,1,28
757,c1c(O)cccc1c2nnc(c1ccccc1)nn2,14.651080131963448,1,29
758,OC(=O)CCc2nnc(N(=O)=O)nn2,9.9792756269876,0,25
759,C=Cc2nnc(Br)nn2,14.647315077972952,1,15
760,O=N(=O)c2nnc(CF)nn2,7.94363643099065,0,19
761,CC(=O)c2nnc(C(C)=C)nn2,12.390165204964548,0,22
762,FC(F)(F)c2nnc(c1ncncc1)nn2,9.163513926978354,0,26
763,CNc2nnc(C)nn2,22.09835694399452,1,13
764,COc2nnc(OC)nn2,18.0753967450213,1,14
765,c1cc(O)ccc1c2nnc(c1ncncc1)nn2,13.500228626015486,0,29
766,NC(=O)c2nnc(c1occc1)nn2,12.326159286983469,0,23
767,CC(=C)c2nnc(N)nn2,22.34057541798936,1,17
768,c1ccccc1C#Cc2nnc(Cl)nn2,13.9633302679877,0,23
769,c1cc(OC)ccc1c2nnc(NC)nn2,21.471475453079105,1,24
770,CC(=O)Nc2nnc(c1ccccc1)nn2,14.398194005102546,1,25
771,CC(=O)c2nnc(C(F)(F)F)nn2,8.429328397048506,0,24
772,FCc2nnc(N)nn2,20.140528864015128,1,13
773,CSc2nnc(c1ccccc1)nn2,16.554942438007743,1,20
774,c1ncncc1c2nncnn2,13.122468208041829,0,16
775,c1cc(C(=O)OC)ccc1c2nnc(C(F)F)nn2,11.67166740006643,0,32
776,c1ncncc1c2nnc(c1ncccn1)nn2,11.985421899987672,0,26
777,c1cc(C(=O)[O-])ccc1c2nnc(C(=O)N)nn2,12.267173440989714,0,35
778,C=Cc2nnc(C#C)nn2,14.858785611009758,1,16
779,c1cc(C(=O)O)ccc1c2nncnn2,13.61318024594433,0,24
780,c1(NC)ccccc1c2nnc(C#Cc1ccccc1)nn2,15.32063223505648,1,33
781,COc2nnc(F)nn2,15.030723077003694,1,13
782,c1ccccc1/C=C/c2nnc(C#Cc1ccccc1)nn2,15.98014419403218,1,34
783,s1cccc1c2nnc(C#C)nn2,14.91212387601777,1,20
784,c1cc(N(=O)=O)ccc1c2nnc(c1occc1)nn2,14.192371053051485,0,34
785,c1cnccc1c2nnc(c1ccccc1)nn2,13.827788324044551,0,26
786,c1cc([O-])ccc1c2nnc(C(=O)C)nn2,17.353761395059767,1,30
787,c1(NC)ccccc1c2nnc(c1ccc(O)cc1)nn2,16.20228237997071,1,33
788,FC(F)c2nnc(C(C)(C)C)nn2,16.883129645035226,1,23
789,c1cc(C(=O)N)ccc1c2nnc(C(F)(F)F)nn2,11.130754642005314,0,34
790,c1cc(N)ccc1c2nnc(c1ncccn1)nn2,15.309964582012071,1,29
791,c1cc(C(=O)[O-])ccc1c2nnc(C(=O)OC)nn2,11.611426536075848,0,36
792,c1(NC)ccccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,15.049548346956165,1,38
793,c1cc(C(=O)OC)ccc1c2nnc(c1ccc(OC)cc1)nn2,15.114809283005416,1,39
794,Cc2nnc(C)nn2,17.887144045032883,1,12
795,o1cccc1c2nnc(c1cnccc1)nn2,14.81799752597006,1,25
796,c1cc(C(=O)O)ccc1c2nnc(SC)nn2,16.334059269994704,1,28
797,c1cc(C(=O)OC)ccc1c2nnc(I)nn2,14.536873493966434,1,28
798,s1cccc1c2nnc(I)nn2,15.833307087974871,1,18
799,CC(=O)Nc2nnc(c1ccc(C(F)(F)F)cc1)nn2,13.926307237009835,0,35
800,c1sccc1c2nnc(c1cc(O)ccc1)nn2,15.0821788150878,1,28
801,c1cc(OC)ccc1c2nnc(C(=O)N)nn2,12.875857170951065,0,28
802,n1cncnc1c2nnc(Br)nn2,11.698650286926966,0,20
803,FCc2nnc(c1ncncn1)nn2,11.43823405201374,0,20
804,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,14.09573466701011,0,45
805,COc2nnc(c1cncnc1)nn2,15.68082240100316,1,20
806,COC(=O)c2nnc(c1ncncc1)nn2,8.915020363035024,0,25
807,c1ccccc1C#Cc2nnc(NC)nn2,21.487790687037915,1,23
808,O=N(=O)c2nnc(c1ccc(NC(=O)C)cc1)nn2,9.410752472996192,0,34
809,c1cc([O-])ccc1c2nnc(c1ncccn1)nn2,17.594724851022107,1,32
810,Nc2nncnn2,20.31121131201224,1,9
811,c1cc(C(=O)N)ccc1c2nnc(c1cocc1)nn2,15.014407842973547,1,33
812,c1sccc1c2nnc(C)nn2,16.527332042077454,1,18
813,CC(=C)c2nnc(c1ncccc1)nn2,13.557331945013994,0,24
814,COC(=C)c2nncnn2,12.525707149014703,0,15
815,c1cc(C(=O)[O-])ccc1c2nnc(NC(=O)C)nn2,13.337703794926446,0,36
816,COc2nncnn2,16.438225764017066,1,10
817,c1cc(O)ccc1c2nnc(N(C)C)nn2,22.369440831952147,1,26
818,CC(=C)c2nnc(c1ncncc1)nn2,12.910370166006606,0,24
819,CC(=O)c2nnc(C(OC)=C)nn2,10.385273949961306,0,23
820,c1cc(N)ccc1c2nnc(c1cc(O)ccc1)nn2,16.507879262983888,1,32
821,CC(=C)c2nnc(C)nn2,16.364179701989997,1,17
822,CNc2nnc(c1ccccc1)nn2,20.68018660400807,1,20
823,c1ccncc1c2nnc(c1cnccc1)nn2,14.056829109108335,0,26
824,CC(C)c2nnc(C)nn2,17.675046003033334,1,16
825,c1(NC)ccccc1c2nnc(C(=O)N)nn2,12.788633420028605,0,28
826,n1cncnc1c2nnc(c1cnccc1)nn2,11.822897068969972,0,26
827,COc2nnc(C(F)F)nn2,14.760894206971551,1,17
828,c1ccccc1/C=C/c2nnc(I)nn2,16.21232252408804,1,24
829,COC(=O)c2nnc(CF)nn2,10.36582117101042,0,19
830,c1c(O)cccc1c2nnc(c1c(O)cccc1)nn2,14.346110758020023,0,32
831,c1cc(C(=O)N)ccc1c2nnc(c1ccc(C(=O)N)cc1)nn2,13.440615271094655,0,42
832,c1ncncc1c2nnc(Br)nn2,13.276835422008784,0,20
833,o1cccc1c2nnc(c1occc1)nn2,15.234035992989757,1,24
834,O=N(=O)c2nnc(c1ncncc1)nn2,6.472755334994613,0,25
835,O=N(=O)c2nnc(/C=C/c1ccccc1)nn2,9.999983423935316,0,30
836,c1cc(C(=O)[O-])ccc1c2nnc(C=C)nn2,15.820756908077897,1,32
837,c1cc(N(=O)=O)ccc1c2nnc(N(=O)=O)nn2,7.686985249996576,0,34
838,O=N(=O)c2nnc(c1cocc1)nn2,9.097625481930688,0,24
839,c1occc1c2nnc(c1cocc1)nn2,16.064857909032316,1,24
840,CC(=O)Nc2nnc(c1ccncc1)nn2,13.53474162099969,0,25
841,c1cc([O-])ccc1c2nnc(c1cc(O)ccc1)nn2,18.30318251201691,1,35
842,COC(=O)c2nnc(I)nn2,11.506632532983728,0,18
843,FC(F)(F)c2nnc(c1c(O)cccc1)nn2,11.62836927903307,0,29
844,c1ccccc1/C=C/c2nnc(C(F)(F)F)nn2,13.04653961894817,0,31
845,c1occc1c2nnc(C#Cc1ccccc1)nn2,15.36832291900741,1,28
846,CC(=O)c2nnc(c1ncccn1)nn2,10.161253237027529,0,24
847,CC(=O)Nc2nnc(c1ccc(OC)cc1)nn2,14.665512838998348,1,29
848,O=N(=O)c2nnc(c1cncnc1)nn2,7.7353034429459235,0,25
849,c1cccnc1c2nnc(I)nn2,13.672166092009425,0,19
850,c1cc(C(F)(F)F)ccc1c2nnc(c1ncccn1)nn2,12.334316903962872,0,36
851,c1cc(C(=O)[O-])ccc1c2nnc(c1cnccc1)nn2,14.364936028043836,1,37
852,c1cc(N)ccc1c2nnc(c1ccc(N)cc1)nn2,18.482022576993423,1,32
853,COC(=C)c2nnc(C=C)nn2,13.965840303981365,0,20
854,COC(=O)c2nnc(OC)nn2,13.753742262017482,0,19
855,COc2nnc(N(C)C)nn2,21.836058182014696,1,17
856,c1cc(C(=O)[O-])ccc1c2nnc(c1cscc1)nn2,15.336947469015286,1,36
857,CC(=O)Nc2nnc(c1ccc(N)cc1)nn2,15.384010643967803,1,28
858,COC(=O)c2nnc(C(C)(C)C)nn2,16.65973644102852,1,25
859,c1cc(N(=O)=O)ccc1c2nncnn2,13.175178963980084,0,25
860,c1cc(NC(=O)C)ccc1c2nnc(C(F)F)nn2,13.02332178600679,0,32
861,CSc2nnc(c1cc(O)ccc1)nn2,16.79088582198276,1,23
862,c1cc(C(=O)OC)ccc1c2nnc(C=C)nn2,15.334437432950285,1,30
863,c1cc(C(=O)[O-])ccc1c2nnc(C(F)F)nn2,12.390165205035888,0,34
864,c1cccnc1c2nnc(Br)nn2,12.81122374390023,0,20
865,c1cc(N)ccc1c2nnc(c1ccccc1)nn2,16.743195137960488,1,29
866,CSc2nnc(c1cncnc1)nn2,15.77808629604295,1,20
867,c1cc(C(F)(F)F)ccc1c2nnc(Cl)nn2,13.16702134692934,0,30
868,O=N(=O)c2nnc(c1ncncn1)nn2,6.075542137998727,0,25
869,CSc2nnc(N)nn2,22.852622762016345,1,13
870,c2nncnn2,13.827160815010467,0,8
871,O=N(=O)c2nnc(c1cc(O)ccc1)nn2,8.634523839958474,0,28
872,c1cc(C(=O)[O-])ccc1c2nnc(c1ccc(NC(=O)C)cc1)nn2,18.746203865897144,1,46
873,c1cc(C(=O)OC)ccc1c2nnc(N(=O)=O)nn2,8.128751586022656,0,34
874,c1cc(C(F)(F)F)ccc1c2nnc(C(C)C)nn2,15.347615122059691,1,33
875,C#Cc2nnc(c1ncncc1)nn2,11.882510423962142,0,21
876,COC(=C)c2nnc(c1cncnc1)nn2,12.23579799092625,0,25
877,c1ccccc1/C=C/c2nnc(c1ncccc1)nn2,14.50236049891089,1,31
878,c1cc(C(=O)O)ccc1c2nnc(C=C)nn2,15.063981053991066,1,29
879,c1ccccc1/C=C/c2nnc(N(C)C)nn2,22.795519442946496,1,28
880,c1cc(C(=O)[O-])ccc1c2nnc(C(=O)C)nn2,12.132886515043396,0,35
881,NC(=O)c2nnc(Cl)nn2,10.961954721003456,0,18
882,NC(=O)c2nnc(c1ncncn1)nn2,9.126490896000488,0,24
883,O=N(=O)c2nnc(C(C)=C)nn2,8.452546229989887,0,23
884,COC(=C)c2nnc(C)nn2,14.974247267003603,1,18
885,c1sccc1c2nnc(c1cncnc1)nn2,14.233159138019843,0,25
886,c1cc(N)ccc1c2nnc(SC)nn2,18.044648803956253,1,23
887,CSc2nnc(C=C)nn2,17.502481027969644,1,15
888,c1cc([O-])ccc1c2nnc(c1cnccc1)nn2,18.63011470104756,1,32
889,c1(O)ccccc1c2nnc(C)nn2,16.056072783054496,1,22
890,c1cc(OC)ccc1c2nnc(C(=O)OC)nn2,12.260898350934218,0,29
891,C=Cc2nnc(c1ccncc1)nn2,14.66049276701102,1,21
892,c1occc1c2nnc(C(OC)=C)nn2,13.93571987205741,0,24
893,s1cccc1c2nnc(C)nn2,16.748215210090493,1,18
894,c1cc(OC)ccc1c2nnc(c1ncncc1)nn2,13.616945300006163,0,30
895,c1ccccc1C#Cc2nncnn2,13.804570491031832,0,19
896,FCc2nnc(Br)nn2,12.98253370096709,0,14
897,c1ccccc1C#Cc2nnc(C=C)nn2,15.532102768021945,1,24
898,c1cc(C(=O)O)ccc1c2nnc(C(F)F)nn2,11.78838407398577,0,31
899,c1ccccc1/C=C/c2nnc(c1ccccc1)nn2,15.773066223984284,1,31
900,CSc2nnc(OC)nn2,17.936717256014735,1,14
901,c1ccccc1C#Cc2nnc(c1cc(O)ccc1)nn2,14.60715450200301,1,32
902,NC(=O)c2nnc(c1cocc1)nn2,12.513784478009136,0,23
903,COc2nnc(c1ncccc1)nn2,15.340085014007364,1,20
904,FC(F)c2nnc(NC)nn2,19.057448330038746,1,17
905,c1c(O)cccc1c2nnc(F)nn2,13.043402074027432,0,22
906,c1cc(O)ccc1c2nnc(c1c(O)cccc1)nn2,15.38275562604231,1,32
907,FC(F)c2nnc(c1ncccn1)nn2,10.542151199993263,0,23
908,c1cc(N)ccc1c2nnc(NC)nn2,21.92955702299265,1,23
909,o1cccc1c2nnc(Cl)nn2,13.952662615014631,0,19
910,NC(=O)c2nnc(N(C)C)nn2,19.286489115031184,1,21
911,c1cc(N)ccc1c2nnc(C#Cc1ccccc1)nn2,17.06698978199906,1,32
912,NC(=O)c2nnc(c1cscc1)nn2,12.200657487014972,0,23
913,c1cc([O-])ccc1c2nnc(c1ccc(C(=O)OC)cc1)nn2,18.35714828602334,1,41
914,C#Cc2nnc(C(F)(F)F)nn2,10.588586866018709,0,21
915,COC(=C)c2nnc(c1c(O)cccc1)nn2,13.096112830037027,0,28
916,CC(=O)Nc2nnc(c1ccc(O)cc1)nn2,14.84937297603352,1,28
917,c1cc(N(=O)=O)ccc1c2nnc(Cl)nn2,12.896564968112802,0,29
918,C=Cc2nnc(c1ncccn1)nn2,13.951407597017802,0,21
919,CC(=O)Nc2nnc(Cl)nn2,13.524073967955283,0,19
920,o1cccc1c2nnc(C)nn2,16.27256338800729,1,18
921,c1ncncc1c2nnc(c1ncccc1)nn2,12.433463325926567,0,26
922,Clc2nnc(CC)nn2,14.865060700993917,1,14
923,c1ccccc1/C=C/c2nnc(c1cnccc1)nn2,15.65321200500153,1,31
924,FCc2nnc(c1cnccc1)nn2,13.09297528497361,0,20
925,c1ccccc1/C=C/c2nnc(c1ncncc1)nn2,13.968350339975023,0,31
926,c1(O)ccccc1c2nncnn2,13.877361534990731,0,19
927,c1occc1c2nnc(NC)nn2,21.663493207022345,1,19
928,FC(F)c2nnc(CC)nn2,13.658360893972938,0,17
929,CC(=O)Nc2nncnn2,14.012275969971132,0,15
930,c1cc(OC)ccc1c2nnc(C(C)=C)nn2,15.767418642998544,1,28
931,c1(NC)ccccc1c2nnc(/C=C/c1ccccc1)nn2,16.79527838504301,1,35
932,CC(=C)c2nnc(Cl)nn2,13.839083486087375,0,18
933,c1cc(OC)ccc1c2nnc(c1ncncn1)nn2,13.466343139958362,0,30
934,c1(NC)ccccc1c2nnc(N)nn2,22.40332631800928,1,23
935,c1cc(C(=O)OC)ccc1c2nnc(/C=C/c1ccccc1)nn2,15.604893811980842,1,40
936,CC(=O)c2nnc(I)nn2,12.22262030203086,0,17
937,c1cc(N)ccc1c2nnc(C=C)nn2,17.47110557804886,1,24
938,c1cc(C(F)(F)F)ccc1c2nnc(C(=O)N)nn2,11.15459998408779,0,34
939,o1cccc1c2nnc(c1sccc1)nn2,15.631876698984057,1,24
940,c1ccccc1/C=C/c2nnc(c1ccncc1)nn2,15.245958663959652,1,31
941,CC(=O)c2nnc(c1ncncc1)nn2,9.789767909038025,0,24
942,c1cnccc1c2nnc(I)nn2,14.164133148051436,0,19
943,s1cccc1c2nnc(c1ccncc1)nn2,14.643550023982458,1,25
944,n1cncnc1c2nnc(c1ncccc1)nn2,10.925559198952667,0,26
945,n1cccnc1c2nnc(c1cnccc1)nn2,12.550179999917246,0,26
946,c1cc(C(F)(F)F)ccc1c2nnc(c1ncncc1)nn2,11.910748328962187,0,36
947,c1ccncc1c2nnc(F)nn2,12.686976961999903,0,19
948,O=N(=O)c2nnc(c1occc1)nn2,9.088840356024209,0,24
949,FC(F)c2nnc(c1ccc(O)cc1)nn2,13.325153615029471,0,26
950,c1sccc1c2nnc(/C=C/c1ccccc1)nn2,16.231775303038926,1,30
951,CSc2nnc(NC)nn2,22.18871823998039,1,14
952,Brc2nnc(Br)nn2,13.268677805386078,0,14
953,s1cccc1c2nnc(C=C)nn2,16.19098721799923,1,20
954,CNc2nnc(c1cncnc1)nn2,20.140528864015128,1,20
955,CSc2nnc(C#C)nn2,16.071760507943548,1,15
956,c1(NC)ccccc1c2nnc(C(F)(F)F)nn2,12.519432058994877,0,30
957,c1ccncc1c2nnc(CC)nn2,14.954794487981376,1,20
958,c1c(O)cccc1c2nnc(c1ncccn1)nn2,12.897819985966953,0,29
959,c1cc(OC)ccc1c2nnc(c1ccc(N)cc1)nn2,17.378234245997977,1,33
960,c1ccccc1C#Cc2nnc(c1cncnc1)nn2,13.721111793957188,0,29
961,c1c(O)cccc1c2nnc(N)nn2,21.79338757005109,1,22
962,c1cnccc1c2nnc(c1ncccc1)nn2,12.400832858080292,0,26
963,c1cc(C(=O)N)ccc1c2nnc(c1ccc(O)cc1)nn2,15.167520038943673,1,37
964,c1occc1c2nnc(/C=C/c1ccccc1)nn2,16.53925471297601,1,30
965,CNc2nnc(Cl)nn2,19.745825703012905,1,14
